name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,188Bet,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Real Madrid,Spain,2.1,2.25,2.25,2.25,2.25,,2.38,2.25,2.25,2.2,2.25,2.25,2.2,,2.25,2.2,2.2,2.2,2.25,2.25,,2.25,2.17,
Atletico Madrid,Spain,67.0,51.0,51.0,51.0,51.0,,67.0,51.0,67.0,40.0,51.0,51.0,1.36,,51.0,26.0,40.0,67.0,67.0,51.0,34.0,40.0,35.0,
Valencia,Spain,251.0,251.0,126.0,126.0,126.0,,151.0,101.0,101.0,250.0,301.0,251.0,9.0,,201.0,251.0,250.0,301.0,301.0,151.0,154.0,485.0,195.0,
Real Sociedad,Spain,401.0,401.0,301.0,301.0,301.0,,301.0,201.0,201.0,400.0,401.0,251.0,12.0,,251.0,301.0,400.0,501.0,501.0,251.0,104.0,162.0,125.0,
Athl Bilbao,Spain,501.0,501.0,401.0,401.0,401.0,,751.0,401.0,501.0,750.0,401.0,501.0,15.0,,501.0,401.0,750.0,751.0,751.0,501.0,225.0,323.0,290.0,
Sevilla,Spain,401.0,751.0,401.0,301.0,401.0,,501.0,201.0,301.0,1000.0,1001.0,501.0,26.0,,301.0,501.0,1000.0,751.0,1251.0,,335.0,466.0,432.0,
Betis,Spain,501.0,751.0,601.0,501.0,601.0,,751.0,501.0,501.0,1500.0,751.0,501.0,34.0,,1001.0,1001.0,1500.0,1501.0,1501.0,501.0,225.0,323.0,295.0,
Espanyol,Spain,1001.0,1001.0,751.0,,751.0,,1501.0,1001.0,1001.0,1500.0,1501.0,1001.0,41.0,,2001.0,1501.0,1500.0,2001.0,,1001.0,615.0,950.0,888.0,
Malaga,Spain,501.0,751.0,751.0,301.0,751.0,,751.0,326.0,251.0,3000.0,2001.0,101.0,51.0,,1001.0,501.0,3000.0,501.0,,2001.0,495.0,703.0,656.0,
Celta Vigo,Spain,1501.0,2001.0,1501.0,,1501.0,,2001.0,1501.0,2001.0,2500.0,2501.0,2001.0,81.0,,2001.0,2001.0,2500.0,3001.0,,2001.0,154.0,228.0,195.0,
Villarreal,Spain,1001.0,1001.0,1001.0,,1001.0,,1501.0,,3001.0,750.0,1001.0,2501.0,34.0,,1001.0,501.0,750.0,2001.0,,2501.0,255.0,361.0,333.0,
Getafe,Spain,1251.0,2001.0,2001.0,,2001.0,,1501.0,1001.0,1501.0,3500.0,2001.0,2001.0,67.0,,2001.0,1251.0,3500.0,2501.0,,2001.0,615.0,950.0,888.0,
Valladolid,Spain,3501.0,2501.0,2501.0,,2501.0,,2501.0,2501.0,3001.0,3000.0,3001.0,2001.0,201.0,,2001.0,2501.0,3000.0,3501.0,,2501.0,615.0,950.0,888.0,
Levante,Spain,1501.0,2501.0,2501.0,,2501.0,,2001.0,2001.0,2501.0,4000.0,3001.0,2501.0,126.0,,2001.0,2001.0,4000.0,3501.0,,2501.0,615.0,950.0,888.0,
Granada,Spain,5001.0,4001.0,3001.0,,3001.0,,2501.0,3001.0,3001.0,3000.0,4001.0,5001.0,101.0,,1001.0,4001.0,3000.0,5001.0,,2501.0,615.0,950.0,888.0,
Osasuna,Spain,3501.0,3001.0,3001.0,,3001.0,,2501.0,2501.0,3001.0,5000.0,7501.0,2001.0,251.0,,5001.0,2501.0,5000.0,5001.0,,5001.0,615.0,950.0,888.0,
Rayo Vallecano,Spain,1001.0,2501.0,1501.0,,1501.0,,2501.0,1001.0,1501.0,4000.0,7501.0,2501.0,151.0,,2001.0,1501.0,4000.0,5001.0,,2501.0,615.0,950.0,888.0,
Almeria,Spain,7501.0,7501.0,7501.0,,7501.0,,7501.0,,,5000.0,9001.0,5001.0,401.0,,5001.0,5001.0,5000.0,8001.0,,,615.0,950.0,888.0,
Elche,Spain,7501.0,7501.0,7501.0,,7501.0,,7501.0,5001.0,7501.0,5000.0,9001.0,5001.0,501.0,,5001.0,5001.0,5000.0,8001.0,,5001.0,615.0,950.0,888.0,
Man City,England,3.0,3.0,2.88,3.0,2.88,3.0,2.75,2.88,2.75,2.9,2.8,2.88,2.88,,3.0,3.1,2.9,2.85,2.88,3.0,3.1,3.09,3.09,
Chelsea,England,3.0,3.0,2.88,3.0,2.88,3.0,3.25,3.0,3.0,3.0,2.88,3.0,3.0,,2.88,3.1,3.0,3.0,3.0,3.2,3.35,3.38,3.33,
Man Utd,England,5.0,5.0,5.0,5.0,5.0,4.33,5.0,4.5,4.5,5.0,4.5,5.0,4.33,,4.75,5.0,5.0,5.0,4.5,5.0,5.0,4.99,4.99,
Liverpool,England,12.0,13.0,13.0,12.0,13.0,13.0,11.0,13.0,13.0,12.0,13.0,11.0,13.0,,13.0,10.0,12.0,13.0,13.0,11.0,10.5,10.0,10.5,
Arsenal,England,13.0,13.0,15.0,13.0,15.0,13.0,15.0,13.0,13.0,14.0,15.0,12.0,13.0,,13.0,13.0,14.0,14.0,13.0,13.0,12.0,12.9,12.4,
Tottenham,England,23.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,23.0,21.0,21.0,23.0,21.0,,21.0,21.0,21.0,23.0,21.0,21.0,19.5,21.0,20.0,
Everton,England,501.0,1001.0,401.0,751.0,401.0,401.0,501.0,251.0,251.0,750.0,501.0,501.0,401.0,,501.0,751.0,750.0,501.0,1001.0,401.0,370.0,504.0,489.0,
Aston Villa,England,1501.0,2001.0,2001.0,751.0,2001.0,1501.0,1001.0,2001.0,1501.0,2000.0,2001.0,2001.0,751.0,,1001.0,2001.0,2000.0,2001.0,2001.0,1501.0,660.0,950.0,950.0,
Southampton,England,1501.0,1501.0,2001.0,2001.0,2001.0,1501.0,2001.0,2001.0,1501.0,1500.0,2001.0,2001.0,1001.0,,1001.0,2001.0,1500.0,2001.0,2001.0,2001.0,630.0,950.0,907.0,
Swansea,England,1501.0,1501.0,2001.0,1501.0,2001.0,2001.0,2001.0,1001.0,1001.0,1500.0,2501.0,2501.0,2001.0,,1001.0,2001.0,1500.0,2001.0,2501.0,2001.0,660.0,950.0,950.0,
Fulham,England,2501.0,2001.0,2001.0,2001.0,2001.0,2001.0,2501.0,2001.0,1501.0,3000.0,3001.0,3001.0,3001.0,,2001.0,2501.0,3000.0,2001.0,3001.0,3001.0,660.0,950.0,950.0,
Newcastle,England,1001.0,1001.0,2001.0,1001.0,2001.0,1501.0,2001.0,1001.0,2001.0,1500.0,2001.0,3001.0,1501.0,,2001.0,2001.0,1500.0,2001.0,2001.0,1501.0,660.0,950.0,950.0,
West Ham,England,2501.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,1501.0,2500.0,2501.0,2501.0,2001.0,,2001.0,2501.0,2500.0,2001.0,3001.0,3001.0,660.0,950.0,950.0,
West Brom,England,3001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,1001.0,3000.0,3001.0,4001.0,2501.0,,2001.0,3001.0,3000.0,3001.0,3001.0,2001.0,660.0,950.0,950.0,
Norwich,England,5001.0,3001.0,2501.0,,2501.0,5001.0,2501.0,5001.0,2501.0,5000.0,5001.0,4001.0,5001.0,,3001.0,5001.0,5000.0,4001.0,5001.0,4001.0,660.0,950.0,950.0,
Stoke,England,2501.0,2001.0,2501.0,,2501.0,2001.0,3001.0,4001.0,1501.0,3000.0,5001.0,3001.0,4001.0,,3001.0,3001.0,3000.0,4001.0,5001.0,3001.0,660.0,950.0,950.0,
Sunderland,England,5001.0,2001.0,2501.0,,2501.0,2001.0,3001.0,2501.0,1501.0,5000.0,5001.0,5001.0,3001.0,,3001.0,4001.0,5000.0,3001.0,5001.0,3001.0,660.0,950.0,950.0,
Cardiff,England,5001.0,5001.0,5001.0,,5001.0,5001.0,5001.0,3001.0,5001.0,5000.0,7501.0,5001.0,5001.0,,3001.0,5001.0,5000.0,5001.0,7501.0,5001.0,660.0,950.0,950.0,
Hull,England,5001.0,7501.0,5001.0,,5001.0,5001.0,7501.0,7501.0,5001.0,7500.0,7501.0,7501.0,7501.0,,5001.0,7501.0,7500.0,7501.0,7501.0,5001.0,660.0,950.0,950.0,
Crystal Palace,England,10001.0,10001.0,7501.0,,7501.0,5001.0,10001.0,10001.0,5001.0,7500.0,10001.0,10001.0,10001.0,,7501.0,10001.0,7500.0,9999.0,15001.0,5001.0,660.0,950.0,950.0,
PSG,France,1.44,1.44,1.44,1.44,1.44,1.4,1.4,1.44,1.4,1.5,1.53,,1.44,,1.4,1.4,1.5,1.43,1.5,1.5,1.43,1.5,1.48,
Monaco,France,3.25,3.5,3.5,3.4,3.5,3.4,3.25,3.25,3.5,3.0,3.1,,3.0,,3.5,3.2,3.0,3.15,3.0,3.0,3.0,3.47,3.38,
Marseille,France,17.0,17.0,15.0,15.0,15.0,17.0,15.0,15.0,17.0,15.0,15.0,,21.0,,17.0,16.0,15.0,18.0,19.0,15.0,8.6,17.1,9.17,
Lyon,France,41.0,34.0,34.0,34.0,34.0,34.0,26.0,41.0,34.0,40.0,26.0,,34.0,,41.0,41.0,40.0,41.0,41.0,34.0,60.0,71.0,67.0,
Lille,France,51.0,41.0,41.0,41.0,41.0,34.0,41.0,41.0,51.0,50.0,51.0,,67.0,,51.0,51.0,50.0,51.0,51.0,41.0,34.0,38.0,36.0,
St Etienne,France,51.0,67.0,67.0,67.0,67.0,67.0,51.0,67.0,81.0,80.0,81.0,,101.0,,67.0,81.0,80.0,101.0,101.0,67.0,64.0,76.0,72.0,
Rennes,France,151.0,151.0,151.0,151.0,151.0,201.0,201.0,151.0,201.0,250.0,251.0,,201.0,,251.0,251.0,250.0,251.0,251.0,151.0,64.0,76.0,72.0,
Bordeaux,France,201.0,251.0,151.0,251.0,151.0,201.0,201.0,251.0,201.0,250.0,201.0,,201.0,,251.0,251.0,250.0,251.0,251.0,201.0,134.0,171.0,165.0,
Nice,France,201.0,201.0,201.0,201.0,201.0,151.0,151.0,201.0,151.0,300.0,301.0,,251.0,,301.0,301.0,300.0,301.0,301.0,251.0,40.0,46.0,43.0,
Toulouse,France,401.0,401.0,401.0,401.0,401.0,301.0,501.0,401.0,401.0,500.0,501.0,,501.0,,501.0,501.0,500.0,501.0,,401.0,64.0,76.0,72.0,
Lorient,France,301.0,401.0,301.0,301.0,301.0,301.0,251.0,301.0,251.0,500.0,501.0,,301.0,,501.0,501.0,500.0,501.0,,301.0,72.0,86.0,82.0,
Montpellier,France,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,301.0,500.0,301.0,,301.0,,251.0,451.0,500.0,401.0,501.0,251.0,106.0,133.0,127.0,
Bastia,France,501.0,751.0,601.0,,601.0,501.0,751.0,501.0,501.0,1000.0,1001.0,,751.0,,1001.0,1001.0,1000.0,1001.0,,751.0,64.0,76.0,72.0,
Reims,France,401.0,751.0,601.0,,601.0,751.0,1001.0,501.0,1001.0,750.0,1001.0,,1001.0,,1001.0,751.0,750.0,1001.0,,751.0,64.0,76.0,72.0,
Sochaux,France,751.0,751.0,801.0,,801.0,751.0,1001.0,501.0,1001.0,1000.0,1001.0,,1001.0,,1001.0,1001.0,1000.0,1001.0,,751.0,64.0,76.0,72.0,
Valenciennes,France,1001.0,751.0,801.0,,801.0,501.0,251.0,501.0,501.0,1000.0,1001.0,,751.0,,1001.0,1001.0,1000.0,1001.0,,751.0,64.0,76.0,72.0,
Ajaccio,France,751.0,1001.0,801.0,,801.0,1001.0,1001.0,501.0,1001.0,1000.0,1501.0,,1501.0,,1501.0,1001.0,1000.0,1501.0,,1001.0,64.0,76.0,72.0,
Evian,France,1001.0,1001.0,1001.0,,1001.0,751.0,1001.0,501.0,1001.0,1000.0,1501.0,,1001.0,,1501.0,1001.0,1000.0,1501.0,,1001.0,64.0,76.0,72.0,
Guingamp,France,1251.0,1001.0,1001.0,,1001.0,1001.0,1501.0,501.0,1001.0,1500.0,2001.0,,1501.0,,2001.0,1501.0,1500.0,2001.0,,1501.0,64.0,76.0,72.0,
Nantes,France,751.0,1251.0,1251.0,,1251.0,,1001.0,501.0,1001.0,1500.0,2001.0,,1501.0,,2001.0,1501.0,1500.0,2001.0,,1501.0,64.0,76.0,72.0,
Juventus,Italy,1.62,1.62,1.67,1.62,1.67,1.62,1.67,1.62,1.57,1.6,1.62,1.57,1.62,,1.62,1.65,1.6,1.62,1.67,1.6,1.59,1.64,1.63,
Napoli,Italy,5.5,6.0,6.0,6.0,6.0,6.0,5.0,5.5,6.0,6.0,6.0,6.0,5.5,,5.0,6.0,6.0,6.0,6.5,6.0,5.0,6.13,5.27,
AC Milan,Italy,9.0,8.0,7.0,6.5,7.0,7.0,8.0,8.0,8.0,7.5,6.5,9.0,7.0,,8.0,7.0,7.5,9.0,9.0,7.5,6.6,8.98,7.27,
Fiorentina,Italy,13.0,15.0,13.0,12.0,13.0,13.0,13.0,12.0,15.0,12.0,15.0,15.0,13.0,,12.0,10.0,12.0,15.0,13.0,13.0,10.5,16.2,11.9,
Inter,Italy,12.0,13.0,11.0,11.0,11.0,15.0,13.0,11.0,12.0,12.0,11.0,15.0,15.0,,15.0,10.0,12.0,13.0,16.0,11.0,8.6,13.8,9.17,
Roma,Italy,19.0,17.0,13.0,13.0,13.0,19.0,15.0,15.0,15.0,15.0,17.0,26.0,21.0,,26.0,21.0,15.0,19.0,26.0,17.0,21.0,24.0,22.0,
Lazio,Italy,101.0,51.0,34.0,51.0,34.0,51.0,41.0,61.0,51.0,100.0,67.0,101.0,67.0,,101.0,81.0,100.0,101.0,101.0,51.0,98.0,124.0,118.0,
Udinese,Italy,101.0,126.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,100.0,201.0,251.0,151.0,,126.0,151.0,100.0,201.0,251.0,101.0,140.0,181.0,173.0,
Catania,Italy,751.0,751.0,501.0,,501.0,501.0,751.0,501.0,501.0,500.0,501.0,501.0,501.0,,501.0,501.0,500.0,751.0,,501.0,615.0,950.0,888.0,
Parma,Italy,401.0,501.0,401.0,,401.0,201.0,301.0,501.0,501.0,750.0,501.0,501.0,501.0,,501.0,501.0,750.0,751.0,,501.0,615.0,950.0,888.0,
Cagliari,Italy,751.0,751.0,501.0,,501.0,751.0,751.0,501.0,751.0,750.0,1001.0,501.0,751.0,,751.0,501.0,750.0,1001.0,,751.0,120.0,152.0,146.0,
Atalanta,Italy,501.0,501.0,751.0,,751.0,751.0,501.0,501.0,501.0,1000.0,751.0,1001.0,501.0,,751.0,751.0,1000.0,751.0,,751.0,615.0,950.0,888.0,
Bologna,Italy,1001.0,1001.0,1001.0,,1001.0,751.0,751.0,501.0,751.0,1000.0,1001.0,1001.0,751.0,,751.0,751.0,1000.0,1001.0,,1001.0,615.0,950.0,888.0,
Genoa,Italy,1001.0,751.0,751.0,,751.0,751.0,751.0,501.0,501.0,1000.0,751.0,1001.0,501.0,,501.0,501.0,1000.0,751.0,,751.0,615.0,950.0,888.0,
Sampdoria,Italy,501.0,501.0,751.0,,751.0,501.0,501.0,501.0,501.0,750.0,751.0,1001.0,501.0,,751.0,501.0,750.0,751.0,,751.0,615.0,950.0,888.0,
Torino,Italy,751.0,751.0,401.0,,401.0,501.0,751.0,501.0,1001.0,750.0,1001.0,1001.0,751.0,,751.0,751.0,750.0,1001.0,,751.0,615.0,950.0,888.0,
Chievo,Italy,1501.0,1001.0,1001.0,,1001.0,1001.0,751.0,501.0,751.0,1000.0,1001.0,1001.0,751.0,,751.0,751.0,1000.0,751.0,,1001.0,615.0,950.0,888.0,
Livorno,Italy,751.0,,1501.0,,1501.0,1001.0,2001.0,501.0,1501.0,1000.0,2001.0,1001.0,2001.0,,2001.0,751.0,1000.0,2001.0,,,615.0,950.0,888.0,
Verona,Italy,1001.0,1001.0,751.0,,751.0,1001.0,2001.0,501.0,1501.0,1000.0,751.0,1001.0,1001.0,,2001.0,501.0,1000.0,1001.0,,1001.0,615.0,950.0,888.0,
Sassuolo,Italy,1501.0,1501.0,1501.0,,1501.0,1001.0,2001.0,501.0,1501.0,1000.0,2501.0,1001.0,2001.0,,2501.0,751.0,1000.0,2501.0,,1501.0,615.0,950.0,888.0,
Celtic,Scotland,1.0,1.0,1.0,1.01,1.01,,1.01,1.01,1.0,1.01,1.0,1.01,1.01,,1.01,1.01,1.01,1.01,1.01,1.01,1.03,1.05,1.03,
Motherwell,Scotland,67.0,67.0,67.0,67.0,67.0,,41.0,67.0,51.0,60.0,41.0,67.0,67.0,,81.0,67.0,60.0,81.0,67.0,51.0,26.0,36.0,29.0,
Inverness,Scotland,81.0,101.0,67.0,67.0,67.0,,51.0,67.0,51.0,75.0,81.0,81.0,67.0,,51.0,81.0,75.0,101.0,81.0,51.0,20.0,34.0,21.0,
Aberdeen,Scotland,151.0,101.0,81.0,67.0,81.0,,101.0,67.0,67.0,75.0,81.0,81.0,67.0,,151.0,67.0,75.0,151.0,67.0,101.0,37.0,52.0,41.0,
St Johnstone,Scotland,251.0,251.0,251.0,251.0,251.0,,151.0,151.0,201.0,200.0,176.0,201.0,201.0,,251.0,201.0,200.0,251.0,201.0,151.0,92.0,133.0,110.0,
Dundee Utd,Scotland,301.0,251.0,151.0,251.0,151.0,,251.0,301.0,101.0,200.0,151.0,251.0,151.0,,401.0,201.0,200.0,301.0,251.0,201.0,92.0,133.0,110.0,
Hibernian,Scotland,401.0,501.0,201.0,501.0,201.0,,301.0,401.0,151.0,300.0,251.0,301.0,301.0,,501.0,301.0,300.0,401.0,251.0,251.0,92.0,133.0,110.0,
Partick,Scotland,501.0,501.0,301.0,751.0,301.0,,251.0,501.0,501.0,500.0,351.0,251.0,251.0,,751.0,501.0,500.0,501.0,501.0,301.0,84.0,124.0,101.0,
Ross County,Scotland,751.0,501.0,501.0,501.0,501.0,,501.0,751.0,251.0,500.0,401.0,501.0,501.0,,501.0,501.0,500.0,751.0,501.0,501.0,92.0,133.0,110.0,
Kilmarnock,Scotland,1001.0,501.0,501.0,751.0,501.0,,1001.0,751.0,251.0,500.0,601.0,751.0,751.0,,501.0,501.0,500.0,1001.0,751.0,501.0,92.0,133.0,110.0,
St Mirren,Scotland,1501.0,1501.0,751.0,1001.0,751.0,,2001.0,1001.0,501.0,1000.0,751.0,1251.0,1001.0,,751.0,751.0,1000.0,2001.0,1001.0,1001.0,92.0,133.0,110.0,
Hearts,Scotland,1501.0,501.0,751.0,751.0,751.0,,751.0,1001.0,401.0,5000.0,501.0,1501.0,1001.0,,501.0,751.0,5000.0,2001.0,751.0,751.0,92.0,133.0,110.0,
Ajax,Holland,2.2,2.1,,2.1,,,2.25,2.1,,,,,2.1,,,2.1,2.15,2.0,2.1,2.1,,2.12,,
PSV Eindhoven,Holland,2.25,2.38,,2.38,,,2.38,2.38,,,,,2.25,,,2.25,2.25,2.15,2.25,2.3,,2.31,,
Twente,Holland,19.0,17.0,,15.0,,,13.0,15.0,,,,,13.0,,,18.0,18.0,17.0,17.0,17.0,,22.0,,
Feyenoord,Holland,17.0,17.0,,15.0,,,13.0,17.0,,,,,17.0,,,18.0,12.0,23.0,17.0,17.0,,16.7,,
AZ Alkmaar,Holland,34.0,34.0,,26.0,,,15.0,26.0,,,,,26.0,,,25.0,35.0,36.0,26.0,29.0,,34.0,,
Vitesse,Holland,34.0,34.0,,29.0,,,34.0,26.0,,,,,34.0,,,34.0,35.0,36.0,34.0,34.0,,38.0,,
Heerenveen,Holland,34.0,41.0,,34.0,,,34.0,41.0,,,,,34.0,,,41.0,40.0,41.0,41.0,41.0,,95.0,,
Utrecht,Holland,34.0,41.0,,34.0,,,41.0,41.0,,,,,41.0,,,41.0,50.0,36.0,41.0,41.0,,90.0,,
Zwolle,Holland,67.0,81.0,,,,,51.0,51.0,,,,,101.0,,,41.0,75.0,121.0,81.0,81.0,,52.0,,
Groningen,Holland,101.0,,,81.0,,,101.0,,,,,,151.0,,,151.0,150.0,151.0,151.0,126.0,,133.0,,
Heracles,Holland,401.0,,,,,,251.0,,,,,,,,,501.0,250.0,501.0,401.0,401.0,,475.0,,
Roda,Holland,751.0,,,,,,501.0,,,,,,,,,1001.0,500.0,501.0,751.0,601.0,,209.0,,
Den Haag,Holland,1001.0,,,,,,151.0,,,,,,,,,251.0,750.0,501.0,751.0,601.0,,228.0,,
NAC Breda,Holland,1001.0,,,,,,501.0,,,,,,,,,751.0,1000.0,801.0,1001.0,1001.0,,627.0,,
Waalwijk,Holland,1001.0,,,,,,501.0,,,,,,,,,751.0,100.0,801.0,751.0,601.0,,675.0,,
Go Ahead Eagles,Holland,1001.0,,,,,,1001.0,,,,,,,,,1001.0,500.0,1001.0,1001.0,1001.0,,722.0,,
Cambuur,Holland,1501.0,,,,,,751.0,,,,,,,,,1001.0,750.0,1001.0,1001.0,1001.0,,817.0,,
NEC Nijmegen,Holland,2001.0,,,,,,501.0,,,,,,,,,1001.0,1000.0,1001.0,1001.0,1251.0,,646.0,,
Porto,Portugal,1.53,1.53,,1.62,,,1.4,1.67,,,,,1.57,,1.53,1.45,1.62,1.48,1.53,,,1.6,,
Benfica,Portugal,2.88,2.5,,2.6,,,2.75,2.5,,,,,2.5,,2.88,3.1,2.45,2.8,2.5,,,2.86,,
Sporting Lisbon,Portugal,13.0,17.0,,13.0,,,34.0,11.0,,,,,13.0,,13.0,7.5,15.0,13.0,13.0,,,8.79,,
Braga,Portugal,81.0,101.0,,41.0,,,67.0,41.0,,,,,41.0,,41.0,51.0,60.0,81.0,41.0,,,52.0,,
Pacos Ferreira,Portugal,401.0,251.0,,,,,101.0,,,,,,126.0,,301.0,351.0,200.0,301.0,301.0,,,38.0,,
Maritimo,Portugal,301.0,501.0,,,,,501.0,,,,,,201.0,,301.0,251.0,301.0,301.0,301.0,,,24.0,,
Rio Ave,Portugal,401.0,501.0,,,,,501.0,,,,,,251.0,,301.0,251.0,100.0,301.0,251.0,,,24.0,,
Nacional,Portugal,401.0,401.0,,,,,501.0,,,,,,401.0,,501.0,351.0,201.0,501.0,401.0,,,25.0,,
Estoril,Portugal,251.0,251.0,,,,,501.0,,,,,,251.0,,251.0,251.0,200.0,251.0,251.0,,,32.0,,
Academica,Portugal,751.0,501.0,,,,,501.0,,,,,,401.0,,501.0,501.0,401.0,751.0,751.0,,,24.0,,
Guimaraes,Portugal,751.0,501.0,,,,,501.0,,,,,,251.0,,501.0,251.0,251.0,501.0,251.0,,,32.0,,
Gil Vicente,Portugal,401.0,401.0,,,,,1001.0,,,,,,501.0,,1001.0,501.0,250.0,501.0,501.0,,,24.0,,
Olhanense,Portugal,501.0,751.0,,,,,1001.0,,,,,,501.0,,1001.0,501.0,501.0,501.0,501.0,,,24.0,,
Vitoria Setubal,Portugal,751.0,751.0,,,,,1001.0,,,,,,501.0,,1001.0,501.0,350.0,1001.0,501.0,,,24.0,,
Belenenses,Portugal,2001.0,2001.0,,,,,2001.0,,,,,,1001.0,,2001.0,1001.0,451.0,1001.0,1001.0,,,24.0,,
Arouca,Portugal,1001.0,2001.0,,,,,2501.0,,,,,,1001.0,,2001.0,1001.0,501.0,2001.0,1001.0,,,24.0,,
Galatasaray,Turkey,1.73,,,1.62,,1.8,1.57,1.67,,,,,1.67,,,1.65,1.65,1.68,1.73,1.7,,1.02,,
Fenerbahce,Turkey,3.0,,,3.25,,2.5,4.5,3.4,,,,,3.2,,,3.4,3.3,3.4,3.4,3.25,,2.01,,
Besiktas,Turkey,6.5,,,6.0,,7.0,4.5,5.5,,,,,6.0,,,6.5,6.0,6.5,6.5,6.5,,3.38,,
Bursaspor,Turkey,26.0,,,29.0,,34.0,15.0,34.0,,,,,34.0,,,34.0,35.0,36.0,36.0,34.0,,3.38,,
