name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
real sociedad,Spain,,501.0,501.0,,501.0,,,501.0,,1001.0,,,1001.0,501.0,,501.0,,501.0,1001.0,,1001.0,,,
betis,Spain,,1501.0,1501.0,,1501.0,,,501.0,,,,,1001.0,1001.0,,1501.0,,1001.0,,,,,,
eibar,Spain,,,,,,,,,,,,,,,,2001.0,,,,,,,,
deportivo la coruna,Spain,,1001.0,1501.0,,1501.0,,,501.0,,2501.0,,,1501.0,1001.0,,1501.0,,1001.0,2501.0,,2501.0,,,
elche,Spain,,1501.0,2501.0,,2501.0,,,501.0,,,,,2501.0,,,,,,,,,,,
rayo vallecano,Spain,,1001.0,2001.0,,2001.0,,,501.0,,2501.0,,,2001.0,1501.0,,2001.0,,1501.0,2501.0,,2501.0,,,
getafe,Spain,,5001.0,1501.0,,1501.0,,,501.0,,2501.0,,,1501.0,1501.0,,2501.0,,1501.0,2501.0,,2501.0,,,
granada,Spain,,5001.0,2001.0,,2001.0,,,501.0,,2501.0,,,2501.0,2501.0,,2501.0,,2501.0,2501.0,,2501.0,,,
levante,Spain,,5001.0,2501.0,,2501.0,,,501.0,,2501.0,,,2501.0,2501.0,,5001.0,,2501.0,2501.0,,2501.0,,,
chelsea,England,2.5,2.5,2.38,2.4,2.38,,2.25,2.5,2.25,2.38,2.38,2.5,2.38,2.38,,2.5,2.35,2.38,2.38,2.3,2.38,2.54,2.53,2.6
man city,England,3.75,3.75,3.75,3.75,3.75,,3.75,4.0,3.75,3.75,3.75,3.5,3.75,3.75,,4.0,3.7,3.75,3.75,3.75,3.75,3.94,3.86,4.07
man utd,England,6.0,6.0,6.0,5.5,6.0,,5.5,5.5,5.0,5.5,6.0,6.0,5.0,5.5,,5.5,5.5,5.5,5.5,5.0,5.5,6.32,6.04,6.74
arsenal,England,5.5,5.0,5.5,6.0,5.5,,6.0,5.5,6.0,6.5,5.5,6.0,6.0,6.0,,5.5,5.5,6.0,6.5,5.0,6.5,5.46,5.27,5.55
liverpool,England,21.0,26.0,17.0,23.0,17.0,,17.0,17.0,21.0,21.0,17.0,21.0,17.0,15.0,,19.0,18.0,15.0,21.0,17.0,21.0,30.0,29.0,31.0
tottenham,England,101.0,81.0,67.0,101.0,67.0,,81.0,67.0,67.0,101.0,101.0,101.0,67.0,81.0,,81.0,80.0,81.0,101.0,51.0,101.0,114.0,118.0,100.0
southampton,England,201.0,101.0,201.0,251.0,201.0,,251.0,201.0,151.0,251.0,251.0,251.0,201.0,201.0,,201.0,201.0,201.0,251.0,151.0,251.0,551.0,524.0,496.0
everton,England,251.0,151.0,251.0,251.0,251.0,,251.0,201.0,151.0,301.0,301.0,251.0,201.0,251.0,,301.0,221.0,251.0,301.0,151.0,301.0,409.0,398.0,298.0
stoke,England,1001.0,1501.0,1001.0,1501.0,1001.0,,1501.0,501.0,501.0,1501.0,2001.0,1501.0,1501.0,1001.0,,1501.0,1001.0,1001.0,1501.0,1001.0,1501.0,950.0,907.0,990.0
swansea,England,1501.0,2501.0,1001.0,1501.0,1001.0,,1501.0,501.0,501.0,1501.0,2001.0,1501.0,1001.0,1001.0,,1501.0,1001.0,1001.0,1501.0,501.0,1501.0,950.0,907.0,990.0
west ham,England,1501.0,2501.0,1001.0,1501.0,1001.0,,1501.0,501.0,501.0,1501.0,2001.0,1001.0,501.0,1001.0,,1501.0,1001.0,1001.0,1501.0,501.0,1501.0,950.0,907.0,990.0
crystal palace,England,2001.0,1501.0,2001.0,2001.0,2001.0,,2501.0,1001.0,1001.0,2501.0,3001.0,2001.0,2001.0,1501.0,,2501.0,1001.0,1501.0,2501.0,1501.0,2501.0,950.0,907.0,990.0
leicester,England,2001.0,2501.0,2001.0,2501.0,2001.0,,2501.0,1001.0,1001.0,2501.0,3001.0,2001.0,2001.0,2001.0,,2501.0,1001.0,2001.0,2501.0,1501.0,2501.0,950.0,907.0,990.0
newcastle,England,2501.0,1001.0,1001.0,2001.0,1001.0,,1501.0,501.0,501.0,2501.0,3001.0,1001.0,1501.0,1501.0,,1001.0,1001.0,1501.0,2501.0,1001.0,2501.0,950.0,907.0,990.0
aston villa,England,2501.0,5001.0,1501.0,2001.0,1501.0,,2001.0,1001.0,1001.0,2501.0,5001.0,1501.0,1501.0,1501.0,,1501.0,1001.0,1501.0,2501.0,1001.0,2501.0,950.0,902.0,990.0
sunderland,England,3001.0,5001.0,2001.0,2501.0,2001.0,,2501.0,1001.0,1001.0,3001.0,5001.0,2001.0,2001.0,2501.0,,2501.0,1001.0,2501.0,3001.0,1501.0,3001.0,950.0,907.0,990.0
west brom,England,2001.0,5001.0,2001.0,2001.0,2001.0,,2001.0,1001.0,1001.0,2001.0,2501.0,2001.0,2001.0,2001.0,,2001.0,1001.0,2001.0,2001.0,1501.0,2001.0,950.0,907.0,990.0
bournemouth,England,5001.0,5001.0,2501.0,3001.0,2501.0,,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,950.0,907.0,990.0
norwich,England,5001.0,5001.0,2001.0,5001.0,2001.0,,4001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,950.0,907.0,990.0
watford,England,7501.0,5001.0,5001.0,5001.0,5001.0,,5001.0,2001.0,1001.0,5001.0,7501.0,3001.0,5001.0,5001.0,,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,950.0,907.0,990.0
psg,France,1.14,,,,,,1.02,,,,,,,,,,1.14,,,,,,,
lyon,France,15.0,,,,,,12.0,,,,,,,,,,12.0,,,,,,,
marseille,France,21.0,,,,,,,,,,,,,,,,21.0,,,,,,,
monaco,France,11.0,,,,,,101.0,,,,,,,,,,8.0,,,,,,,
st etienne,France,101.0,,,,,,,,,,,,51.0,,,,34.0,,,,,,,
bordeaux,France,151.0,,,,,,,,,,,,,,,,115.0,,,,,,,
lille,France,201.0,,,,,,,,,,,,,,,,155.0,,,,,,,
angers,France,1001.0,,,,,,,,,,,,,,,,901.0,,,,,,,
lorient,France,751.0,,,,,,1001.0,,,,,,,,,,601.0,,,,,,,
metz,France,,,,,,,1001.0,,,,,,,,,,,,,,,,,
montpellier,France,251.0,,,,,,1001.0,,,,,,,,,,201.0,,,,,,,
nantes,France,501.0,,,,,,1001.0,,,,,,,,,,551.0,,,,,,,
nice,France,501.0,,,,,,1001.0,,,,,,,,,,451.0,,,,,,,
troyes,France,1001.0,,,,,,,,,,,,,,,,1000.0,,,,,,,
bastia,France,1001.0,,,,,,1501.0,,,,,,,,,,651.0,,,,,,,
caen,France,1001.0,,,,,,1501.0,,,,,,,,,,901.0,,,,,,,
toulouse,France,751.0,,,,,,1501.0,,,,,,,,,,451.0,,,,,,,
guingamp,France,1001.0,,,,,,2001.0,,,,,,,,,,901.0,,,,,,,
reims,France,1001.0,,,,,,2001.0,,,,,,,,,,801.0,,,,,,,
rennes,France,301.0,,,,,,2501.0,,,,,,,,,,251.0,,,,,,,
evian,France,,,,,,,10001.0,,,,,,,,,,,,,,,,,
lens,France,,,,,,,10001.0,,,,,,,,,,,,,,,,,
juventus,Italy,,,,,,,,,,1.45,,,,,,,,,1.45,,1.45,,,
napoli,Italy,,,,,,,,,,7.5,,,,,,,,,7.5,,7.5,,,
roma,Italy,,,,,,,,,,7.5,,,,,,,,,7.5,,7.5,,,
inter,Italy,,,,,,,,,,15.0,,,,,,,,,15.0,,15.0,,,
lazio,Italy,,,,,,,,,,15.0,,,,,,,,,15.0,,15.0,,,
ac milan,Italy,,,,,,,,,,21.0,,,,,,,,,21.0,,21.0,,,
fiorentina,Italy,,,,,,,,,,26.0,,,,,,,,,26.0,,26.0,,,
udinese,Italy,,,,,,,301.0,,,351.0,,,,,,,,,351.0,,351.0,,,
torino,Italy,,,,,,,501.0,,,351.0,,,,,,,,,351.0,,351.0,,,
sampdoria,Italy,,,,,,,751.0,,,351.0,,,,,,,,,351.0,,351.0,,,
parma,Italy,,,,,,,1001.0,,,,,,,,,,,,,,,,,
genoa,Italy,,,,,,,1501.0,,,351.0,,,,,,,,,351.0,,351.0,,,
palermo,Italy,,,,,,,1501.0,,,1500.0,,,,,,,,,1500.0,,1500.0,,,
atalanta,Italy,,,,,,,1501.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
verona,Italy,,,,,,,1001.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
cagliari,Italy,,,,,,,2001.0,,,,,,,,,,,,,,,,,
empoli,Italy,,,,,,,2001.0,,,1500.0,,,,,,,,,1500.0,,1500.0,,,
cesena,Italy,,,,,,,2501.0,,,,,,,,,,,,,,,,,
chievo,Italy,,,,,,,2501.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
sassuolo,Italy,,,,,,,2501.0,,,2000.0,,,,,,,,,2000.0,,2000.0,,,
carpi fc,Italy,,,,,,,,,,5000.0,,,,,,,,,5000.0,,5000.0,,,
celtic,Scotland,1.03,1.03,,,,,,,1.03,,1.05,1.04,1.03,,,,,,,,,,,
aberdeen,Scotland,26.0,21.0,,,,,,,26.0,,15.0,34.0,21.0,,,,,,,,,,,
hearts,Scotland,41.0,81.0,,,,,,,41.0,,51.0,34.0,51.0,,,,,,,,,,,
dundee utd,Scotland,151.0,67.0,,,,,,,101.0,,101.0,201.0,101.0,,,,,,,,,,,
inverness,Scotland,151.0,67.0,,,,,,,101.0,,81.0,251.0,151.0,,,,,,,,,,,
st johnstone,Scotland,251.0,81.0,,,,,,,126.0,,151.0,501.0,201.0,,,,,,,,,,,
dundee,Scotland,251.0,501.0,,,,,,,201.0,,251.0,751.0,501.0,,,,,,,,,,,
partick,Scotland,751.0,501.0,,,,,,,501.0,,351.0,751.0,501.0,,,,,,,,,,,
hamilton,Scotland,501.0,501.0,,,,,,,501.0,,501.0,1001.0,501.0,,,,,,,,,,,
kilmarnock,Scotland,1001.0,1001.0,,,,,,,501.0,,501.0,1001.0,1001.0,,,,,,,,,,,
motherwell,Scotland,251.0,501.0,,,,,,,501.0,,501.0,1001.0,501.0,,,,,,,,,,,
ross county,Scotland,1001.0,1001.0,,,,,,,501.0,,501.0,501.0,1001.0,,,,,,,,,,,
psv,Holland,,,,,,,,,,2.3,,,,,,,,,2.3,,2.3,,,
ajax,Holland,,,,,,,,,,2.4,,,,,,,,,2.4,,2.4,,,
feyenoord,Holland,,,,,,,,,,6.5,,,,,,,,,6.5,,6.5,,,
vitesse,Holland,,,,,,,,,,36.0,,,,,,,,,36.0,,36.0,,,
az alkmaar,Holland,,,,,,,,,,51.0,,,,,,,,,51.0,,51.0,,,
twente,Holland,,,,,,,,,,51.0,,,,,,,,,51.0,,51.0,,,
heerenveen,Holland,,,,,,,,,,71.0,,,,,,,,,71.0,,71.0,,,
zwolle,Holland,,,,,,,,,,101.0,,,,,,,,,101.0,,101.0,,,
groningen,Holland,,,,,,,,,,201.0,,,,,,,,,201.0,,201.0,,,
nec nijmegen,Holland,,,,,,,,,,301.0,,,,,,,,,301.0,,301.0,,,
utrecht,Holland,,,,,,,,,,401.0,,,,,,,,,401.0,,401.0,,,
cambuur,Holland,,,,,,,,,,501.0,,,,,,,,,501.0,,501.0,,,
willem ii,Holland,,,,,,,,,,501.0,,,,,,,,,501.0,,501.0,,,
den haag,Holland,,,,,,,,,,751.0,,,,,,,,,751.0,,751.0,,,
heracles,Holland,,,,,,,,,,751.0,,,,,,,,,751.0,,751.0,,,
sbv excelsior,Holland,,,,,,,,,,901.0,,,,,,,,,901.0,,901.0,,,
benfica,Portugal,,,,,,,1.02,,,,,,,,,,,,,,,,,
porto,Portugal,,,,,,,15.0,,,,,,,,,,,,,,,,,
galatasaray,Turkey,,,,,,,1.14,,,,,,,,,,,,,,,,,
fenerbahce,Turkey,,,,,,,5.0,,,,,,,,,,,,,,,,,
besiktas,Turkey,,,,,,,34.0,,,,,,,,,,,,,,,,,
bursaspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
eskisehirspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
gaziantepspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
mersin i y,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
akhisar,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
genclerbirligi,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
sivasspor,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
istanbul bb,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
karabukspor,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
rizespor,Turkey,,,,,,,151.0,,,,,,,,,,,,,,,,,
balikesirspor,Turkey,,,,,,,751.0,,,,,,,,,,,,,,,,,
erciyesspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
konyaspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
