name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
sunderland,England,3001.0,5001.0,2001.0,2501.0,2001.0,,3001.0,1001.0,1001.0,3001.0,5001.0,2001.0,2501.0,2501.0,2501.0,2501.0,1001.0,2501.0,3001.0,1501.0,3001.0,,907.0,990.0
west brom,England,2001.0,5001.0,2001.0,2001.0,2001.0,,2501.0,1001.0,1001.0,2001.0,5001.0,2001.0,2501.0,2001.0,2001.0,2001.0,1001.0,2001.0,2001.0,1501.0,2001.0,,907.0,990.0
bournemouth,England,5001.0,5001.0,2501.0,3001.0,2501.0,,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,907.0,990.0
norwich,England,5001.0,5001.0,2001.0,5001.0,2001.0,,4001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,907.0,990.0
watford,England,7501.0,5001.0,5001.0,5001.0,5001.0,,5001.0,2001.0,1001.0,5001.0,7501.0,3001.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,907.0,990.0
psg,France,1.14,1.14,1.14,1.14,1.14,,1.12,1.14,,1.16,1.14,1.17,,,1.14,,1.12,,1.16,,1.16,,,
lyon,France,11.0,13.0,13.0,11.0,13.0,,15.0,12.0,,9.0,11.0,11.0,,,10.0,,10.8,,9.0,,9.0,,,
monaco,France,17.0,11.0,11.0,11.0,11.0,,13.0,12.0,,9.0,11.0,11.0,,,15.0,,9.25,,9.0,,9.0,,,
marseille,France,21.0,21.0,21.0,21.0,21.0,,21.0,21.0,,16.0,21.0,17.0,,,21.0,,18.0,,16.0,,16.0,,,
st etienne,France,101.0,101.0,101.0,101.0,101.0,,101.0,101.0,,31.0,101.0,101.0,51.0,,101.0,,56.0,,31.0,,31.0,,,
bordeaux,France,151.0,101.0,101.0,101.0,101.0,,151.0,101.0,,61.0,151.0,51.0,,,101.0,,110.0,,61.0,,61.0,,,
lille,France,201.0,201.0,201.0,201.0,201.0,,251.0,151.0,,81.0,251.0,151.0,,,151.0,,165.0,,81.0,,81.0,,,
montpellier,France,251.0,251.0,251.0,251.0,251.0,,251.0,251.0,,251.0,251.0,201.0,,,151.0,,201.0,,251.0,,251.0,,,
rennes,France,301.0,401.0,401.0,401.0,401.0,,501.0,401.0,,301.0,501.0,501.0,,,501.0,,301.0,,301.0,,301.0,,,
lorient,France,751.0,751.0,501.0,501.0,501.0,,751.0,501.0,,401.0,751.0,251.0,,,501.0,,551.0,,401.0,,401.0,,,
nantes,France,501.0,501.0,501.0,501.0,501.0,,751.0,501.0,,501.0,751.0,501.0,,,501.0,,501.0,,501.0,,501.0,,,
nice,France,501.0,501.0,501.0,501.0,501.0,,751.0,501.0,,501.0,751.0,501.0,,,501.0,,451.0,,501.0,,501.0,,,
bastia,France,1001.0,1001.0,751.0,751.0,751.0,,1001.0,501.0,,501.0,1001.0,501.0,,,1001.0,,601.0,,501.0,,501.0,,,
caen,France,1001.0,1001.0,751.0,751.0,751.0,,1001.0,501.0,,601.0,1001.0,501.0,,,1001.0,,751.0,,601.0,,601.0,,,
guingamp,France,1001.0,1001.0,501.0,751.0,501.0,,1001.0,501.0,,501.0,1001.0,501.0,,,1001.0,,701.0,,501.0,,501.0,,,
reims,France,1001.0,1001.0,1001.0,1001.0,1001.0,,1001.0,751.0,,601.0,1001.0,1001.0,,,1001.0,,701.0,,601.0,,601.0,,,
toulouse,France,751.0,751.0,751.0,751.0,751.0,,1001.0,501.0,,451.0,1001.0,501.0,,,751.0,,501.0,,451.0,,451.0,,,
ajaccio,France,,1001.0,1001.0,,1001.0,,,,,,,,,,,,,,,,,,,
troyes,France,1001.0,1001.0,1001.0,1001.0,1001.0,,1501.0,751.0,,851.0,1501.0,1001.0,,,1501.0,,901.0,,851.0,,851.0,,,
angers,France,1001.0,1001.0,1001.0,1001.0,1001.0,,2501.0,1001.0,,,2501.0,1001.0,,,2001.0,,1001.0,,,,,,,
gfco ajaccio,France,1501.0,,,1001.0,,,2001.0,1001.0,,2501.0,1001.0,1001.0,,,1001.0,,1001.0,,2501.0,,2501.0,,,
juventus,Italy,1.57,1.62,1.53,1.57,1.53,,1.44,,,1.5,1.57,,1.57,,1.61,,1.5,,1.5,1.7,1.5,,,
roma,Italy,8.0,8.0,7.5,7.5,7.5,,7.0,,,7.5,7.5,,7.5,,9.0,,7.0,,7.5,6.5,7.5,,,
napoli,Italy,10.0,10.0,8.5,8.0,8.5,,9.0,,,7.5,8.0,,7.5,,9.0,,7.75,,7.5,7.0,7.5,,,
ac milan,Italy,11.0,11.0,12.0,12.0,12.0,,13.0,,,14.0,15.0,,11.0,,8.5,,12.5,,14.0,15.0,14.0,,,
inter,Italy,17.0,11.0,15.0,15.0,15.0,,13.0,,,15.0,13.0,,15.0,,17.0,,13.8,,15.0,11.0,15.0,,,
lazio,Italy,17.0,15.0,17.0,17.0,17.0,,17.0,,,18.0,17.0,,13.0,,15.0,,16.0,,18.0,17.0,18.0,,,
fiorentina,Italy,41.0,29.0,29.0,29.0,29.0,,34.0,,,26.0,34.0,,21.0,,34.0,,29.0,,26.0,21.0,26.0,,,
genoa,Italy,251.0,201.0,251.0,251.0,251.0,,501.0,,,351.0,251.0,,501.0,,251.0,,301.0,,351.0,151.0,351.0,,,
sampdoria,Italy,151.0,201.0,251.0,251.0,251.0,,501.0,,,351.0,251.0,,501.0,,251.0,,301.0,,351.0,101.0,351.0,,,
torino,Italy,501.0,201.0,501.0,501.0,501.0,,501.0,,,351.0,251.0,,501.0,,501.0,,351.0,,351.0,151.0,351.0,,,
udinese,Italy,351.0,201.0,501.0,301.0,501.0,,501.0,,,501.0,501.0,,501.0,,501.0,,351.0,,501.0,251.0,501.0,,,
empoli,Italy,1001.0,501.0,1001.0,1001.0,1001.0,,1001.0,,,1501.0,751.0,,1001.0,,1001.0,,1001.0,,1501.0,501.0,1501.0,,,
palermo,Italy,501.0,501.0,501.0,501.0,501.0,,501.0,,,1501.0,751.0,,501.0,,751.0,,801.0,,1501.0,501.0,1501.0,,,
atalanta,Italy,1001.0,501.0,1001.0,1001.0,1001.0,,1001.0,,,2001.0,1001.0,,1001.0,,1001.0,,1001.0,,2001.0,1001.0,2001.0,,,
sassuolo,Italy,751.0,751.0,1001.0,1001.0,1001.0,,1001.0,,,2001.0,1001.0,,1001.0,,1001.0,,1001.0,,2001.0,1001.0,2001.0,,,
verona,Italy,1001.0,751.0,1001.0,1001.0,1001.0,,1001.0,,,2001.0,1001.0,,501.0,,1001.0,,851.0,,2001.0,501.0,2001.0,,,
chievo,Italy,2001.0,1501.0,2001.0,2001.0,2001.0,,2501.0,,,2001.0,1001.0,,2501.0,,1501.0,,1001.0,,2001.0,501.0,2001.0,,,
bologna,Italy,1501.0,2001.0,2001.0,1501.0,2001.0,,,,,1501.0,1501.0,,5001.0,,1001.0,,1001.0,,1501.0,,1501.0,,,
carpi fc,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,,5001.0,,,5001.0,2001.0,,5001.0,,5001.0,,1001.0,,5001.0,2501.0,5001.0,,,
frosinone,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,,5001.0,,,5001.0,2001.0,,5001.0,,1001.0,,1001.0,,5001.0,,5001.0,,,
celtic,Scotland,1.03,1.03,1.03,1.03,1.03,,1.03,1.03,1.03,1.03,1.05,1.04,1.04,1.04,1.02,1.03,,1.04,1.03,,1.03,,,
aberdeen,Scotland,26.0,21.0,26.0,26.0,26.0,,21.0,21.0,26.0,26.0,15.0,26.0,21.0,17.0,21.0,26.0,,17.0,26.0,,26.0,,,
hearts,Scotland,41.0,81.0,51.0,51.0,51.0,,51.0,51.0,41.0,51.0,51.0,34.0,51.0,51.0,34.0,51.0,,51.0,51.0,,51.0,,,
inverness,Scotland,151.0,67.0,101.0,151.0,101.0,,81.0,101.0,101.0,151.0,101.0,301.0,151.0,67.0,101.0,101.0,,67.0,151.0,,151.0,,,
dundee utd,Scotland,151.0,67.0,101.0,151.0,101.0,,67.0,101.0,101.0,101.0,101.0,301.0,101.0,81.0,151.0,101.0,,81.0,101.0,,101.0,,,
st johnstone,Scotland,251.0,81.0,151.0,201.0,151.0,,151.0,301.0,126.0,251.0,151.0,301.0,201.0,126.0,251.0,251.0,,126.0,251.0,,251.0,,,
dundee,Scotland,251.0,501.0,501.0,501.0,501.0,,251.0,501.0,201.0,751.0,251.0,501.0,501.0,251.0,501.0,501.0,,251.0,751.0,,751.0,,,
partick,Scotland,751.0,501.0,501.0,501.0,501.0,,751.0,501.0,501.0,751.0,501.0,751.0,501.0,501.0,751.0,501.0,,501.0,751.0,,751.0,,,
kilmarnock,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,,1001.0,501.0,501.0,1001.0,751.0,1001.0,1001.0,751.0,751.0,1001.0,,751.0,1001.0,,1001.0,,,
motherwell,Scotland,251.0,501.0,1001.0,501.0,1001.0,,751.0,501.0,501.0,1001.0,501.0,1001.0,751.0,501.0,501.0,1001.0,,501.0,1001.0,,1001.0,,,
ross county,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,501.0,501.0,1001.0,751.0,751.0,1001.0,751.0,1001.0,1001.0,,751.0,1001.0,,1001.0,,,
hamilton,Scotland,501.0,501.0,501.0,501.0,501.0,,1501.0,501.0,501.0,501.0,501.0,1001.0,501.0,501.0,501.0,501.0,,501.0,501.0,,501.0,,,
psv,Holland,,,,,,,,,,2.3,,,,,2.37,,2.25,,2.3,2.2,2.3,1.97,,
ajax,Holland,,,,,,,,,,2.4,,,,,2.37,,2.35,,2.4,2.25,2.4,,,
feyenoord,Holland,,,,,,,,,,6.5,,,,,5.0,,6.5,,6.5,6.5,6.5,,,
vitesse,Holland,,,,,,,,,,26.0,,,,,34.0,,28.0,,26.0,34.0,26.0,4.8,,
az alkmaar,Holland,,,,,,,,,,51.0,,,,,51.0,,48.0,,51.0,41.0,51.0,,,
twente,Holland,,,,,,,,,,51.0,,,,,51.0,,48.0,,51.0,41.0,51.0,,,
heerenveen,Holland,,,,,,,,,,71.0,,,,,51.0,,70.0,,71.0,67.0,71.0,,,
groningen,Holland,,,,,,,,,,201.0,,,,,201.0,,185.0,,201.0,151.0,201.0,,,
zwolle,Holland,,,,,,,,,,201.0,,,,,201.0,,160.0,,201.0,151.0,201.0,,,
utrecht,Holland,,,,,,,,,,401.0,,,,,251.0,,301.0,,401.0,201.0,401.0,,,
cambuur,Holland,,,,,,,,,,501.0,,,,,501.0,,401.0,,501.0,301.0,501.0,,,
nec nijmegen,Holland,,,,,,,,,,301.0,,,,,501.0,,251.0,,301.0,201.0,301.0,,,
willem ii,Holland,,,,,,,,,,501.0,,,,,501.0,,401.0,,501.0,301.0,501.0,,,
den haag,Holland,,,,,,,,,,751.0,,,,,751.0,,651.0,,751.0,501.0,751.0,,,
heracles,Holland,,,,,,,,,,751.0,,,,,751.0,,651.0,,751.0,501.0,751.0,,,
sbv excelsior,Holland,,,,,,,,,,901.0,,,,,,,751.0,,901.0,501.0,901.0,,,
benfica,Portugal,,,,,,,,,,2.1,,,,,2.0,,,,2.1,2.1,2.1,1.68,,
porto,Portugal,,,,,,,,,,2.3,,,,,2.25,,,,2.3,2.3,2.3,1.68,,
sporting lisbon,Portugal,,,,,,,,,,7.0,,,,,7.0,,,,7.0,7.0,7.0,3.85,,
maritimo,Portugal,,,,,,,,,,101.0,,,,,34.0,,,,101.0,67.0,101.0,1.53,,
nacional madeira,Portugal,,,,,,,,,,101.0,,,,,101.0,,,,101.0,101.0,101.0,1.53,,
estoril,Portugal,,,,,,,,,,151.0,,,,,51.0,,,,151.0,101.0,151.0,1.53,,
braga,Portugal,,,,,,,,,,67.0,,,,,17.0,,,,67.0,201.0,67.0,1.53,,
moreirense,Portugal,,,,,,,,,,201.0,,,,,151.0,,,,201.0,201.0,201.0,1.53,,
rio ave,Portugal,,,,,,,,,,101.0,,,,,201.0,,,,101.0,101.0,101.0,1.53,,
vitoria setubal,Portugal,,,,,,,,,,201.0,,,,,,,,,201.0,151.0,201.0,1.53,,
guimaraes,Portugal,,,,,,,,,,101.0,,,,,251.0,,,,101.0,101.0,101.0,1.53,,
pacos ferreira,Portugal,,,,,,,,,,151.0,,,,,251.0,,,,151.0,151.0,151.0,1.53,,
academica,Portugal,,,,,,,,,,301.0,,,,,301.0,,,,301.0,201.0,301.0,1.53,,
belenenses,Portugal,,,,,,,,,,301.0,,,,,101.0,,,,301.0,201.0,301.0,1.53,,
boavista,Portugal,,,,,,,,,,201.0,,,,,301.0,,,,201.0,201.0,201.0,1.53,,
arouca,Portugal,,,,,,,,,,201.0,,,,,501.0,,,,201.0,201.0,201.0,1.53,,
tondela,Portugal,,,,,,,,,,501.0,,,,,1001.0,,,,501.0,501.0,501.0,1.53,,
u madeira,Portugal,,,,,,,,,,501.0,,,,,1001.0,,,,501.0,501.0,501.0,1.53,,
galatasaray,Turkey,,,,,,,1.14,,,,,,,,,,,,,,,,,
fenerbahce,Turkey,,,,,,,5.0,,,,,,,,,,,,,,,,,
besiktas,Turkey,,,,,,,34.0,,,,,,,,,,,,,,,,,
bursaspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
eskisehirspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
gaziantepspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
mersin i y,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
akhisar,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
genclerbirligi,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
sivasspor,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
istanbul bb,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
karabukspor,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
rizespor,Turkey,,,,,,,151.0,,,,,,,,,,,,,,,,,
balikesirspor,Turkey,,,,,,,751.0,,,,,,,,,,,,,,,,,
erciyesspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
konyaspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
