name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
ingolstadt,Germany,1501.0,1501.0,1001.0,1001.0,1001.0,,2001.0,501.0,,2001.0,1001.0,,2001.0,751.0,2001.0,1001.0,1001.0,751.0,2001.0,751.0,2001.0,,,
darmstadt,Germany,10001.0,1501.0,1001.0,1501.0,1001.0,,5001.0,501.0,,3001.0,1501.0,,2001.0,1501.0,5001.0,2501.0,1001.0,1501.0,3001.0,1001.0,3001.0,,,
barcelona,Spain,1.73,1.67,1.73,1.73,1.73,,1.67,1.67,,1.7,1.67,,1.67,1.73,1.61,1.73,1.63,1.73,1.7,,1.7,,,
real madrid,Spain,2.63,2.62,2.63,2.5,2.63,,2.5,2.5,,2.65,2.3,,2.4,2.5,2.5,2.5,2.4,2.5,2.65,,2.65,,,
atletico madrid,Spain,15.0,15.0,17.0,21.0,17.0,,21.0,15.0,,18.0,21.0,,21.0,15.0,17.0,15.0,16.0,15.0,18.0,,18.0,,,
seville,Spain,41.0,51.0,41.0,51.0,41.0,,51.0,51.0,,51.0,67.0,,67.0,41.0,51.0,41.0,46.0,41.0,51.0,,51.0,,,
valencia,Spain,41.0,34.0,29.0,51.0,29.0,,51.0,34.0,,51.0,67.0,,67.0,34.0,51.0,34.0,42.0,34.0,51.0,,51.0,,,
villarreal,Spain,101.0,101.0,301.0,251.0,301.0,,251.0,226.0,,101.0,301.0,,301.0,101.0,251.0,251.0,165.0,101.0,101.0,,101.0,,,
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,,251.0,301.0,,251.0,501.0,,501.0,201.0,251.0,251.0,221.0,201.0,251.0,,251.0,,,
celta vigo,Spain,,501.0,501.0,501.0,501.0,,501.0,501.0,,501.0,751.0,,751.0,501.0,751.0,501.0,501.0,501.0,501.0,,501.0,,,
malaga,Spain,501.0,501.0,501.0,501.0,501.0,,501.0,501.0,,501.0,1001.0,,751.0,501.0,751.0,501.0,451.0,501.0,501.0,,501.0,,,
real sociedad,Spain,,501.0,501.0,751.0,501.0,,1001.0,501.0,,1001.0,1001.0,,1001.0,501.0,751.0,501.0,651.0,501.0,1001.0,,1001.0,,,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,,1001.0,501.0,,1001.0,1501.0,,1001.0,751.0,1001.0,751.0,751.0,751.0,1001.0,,1001.0,,,
elche,Spain,,1501.0,,,,,,501.0,,,,,2501.0,,,,,,,,,,,
betis,Spain,,1501.0,1501.0,1501.0,1501.0,,5001.0,501.0,,2501.0,5001.0,,1001.0,1001.0,1501.0,1501.0,1001.0,1001.0,2501.0,,2501.0,,,
rayo vallecano,Spain,,1001.0,2001.0,2001.0,2001.0,,2501.0,501.0,,2501.0,5001.0,,2501.0,1501.0,2501.0,2001.0,1001.0,1501.0,2501.0,,2501.0,,,
deportivo la coruna,Spain,,1001.0,1501.0,2501.0,1501.0,,,501.0,,2501.0,10001.0,,2501.0,1001.0,2501.0,1501.0,1001.0,1001.0,2501.0,,2501.0,,,
eibar,Spain,,,2501.0,2501.0,2501.0,,5001.0,,,,10001.0,,,,5001.0,2001.0,1001.0,,,,,,,
getafe,Spain,,5001.0,1501.0,2501.0,1501.0,,5001.0,501.0,,2501.0,10001.0,,2501.0,1501.0,5001.0,2501.0,1001.0,1501.0,2501.0,,2501.0,,,
gijon,Spain,,,2501.0,2501.0,2501.0,,5001.0,,,2501.0,10001.0,,,,5001.0,,1001.0,,2501.0,,2501.0,,,
granada,Spain,,5001.0,2001.0,2501.0,2001.0,,5001.0,501.0,,2501.0,10001.0,,2501.0,2501.0,5001.0,2501.0,1001.0,2501.0,2501.0,,2501.0,,,
levante,Spain,,5001.0,2501.0,2501.0,2501.0,,2501.0,501.0,,2501.0,10001.0,,2501.0,2501.0,5001.0,2501.0,1001.0,2501.0,2501.0,,2501.0,,,
chelsea,England,2.5,2.5,2.38,2.4,2.38,,2.25,2.5,2.25,2.38,2.15,2.5,2.5,2.38,2.37,2.5,2.35,2.38,2.38,2.3,2.38,,2.57,2.62
man city,England,3.75,3.75,3.75,3.75,3.75,,3.75,3.6,3.75,3.75,3.5,3.5,3.75,3.75,3.75,3.75,3.55,3.75,3.75,3.75,3.75,,3.62,3.77
arsenal,England,5.5,5.0,5.5,5.5,5.5,,5.5,5.5,5.5,6.0,6.0,6.0,5.5,6.0,5.0,5.5,5.25,6.0,6.0,5.0,6.0,,5.17,5.55
man utd,England,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,5.5,6.5,6.0,6.0,5.5,6.0,5.5,5.5,5.5,5.5,5.0,5.5,,6.04,6.74
liverpool,England,21.0,26.0,17.0,23.0,17.0,,21.0,31.0,21.0,21.0,34.0,21.0,26.0,15.0,21.0,19.0,21.0,15.0,21.0,17.0,21.0,,33.0,35.0
tottenham,England,101.0,81.0,67.0,101.0,67.0,,101.0,91.0,81.0,101.0,126.0,101.0,101.0,81.0,101.0,81.0,84.0,81.0,101.0,51.0,101.0,,111.0,100.0
southampton,England,201.0,101.0,201.0,251.0,201.0,,251.0,201.0,151.0,251.0,251.0,251.0,251.0,201.0,251.0,201.0,201.0,201.0,251.0,151.0,251.0,,388.0,496.0
everton,England,251.0,151.0,251.0,251.0,251.0,,301.0,201.0,201.0,301.0,301.0,251.0,251.0,251.0,251.0,301.0,221.0,251.0,301.0,151.0,301.0,,393.0,298.0
crystal palace,England,2001.0,1501.0,2001.0,2001.0,2001.0,,3001.0,1001.0,1001.0,2501.0,3001.0,2001.0,2001.0,1501.0,1501.0,2501.0,1001.0,1501.0,2501.0,1501.0,2501.0,,892.0,990.0
newcastle,England,2501.0,1001.0,1001.0,2001.0,1001.0,,2501.0,501.0,1001.0,2501.0,3001.0,1001.0,1501.0,1501.0,1501.0,1001.0,1001.0,1501.0,2501.0,1001.0,2501.0,,912.0,990.0
stoke,England,1001.0,1501.0,1001.0,1501.0,1001.0,,2001.0,501.0,501.0,1501.0,3001.0,1501.0,1501.0,1001.0,1001.0,1501.0,1001.0,1001.0,1501.0,1001.0,1501.0,,912.0,990.0
swansea,England,1501.0,2501.0,1001.0,1501.0,1001.0,,2001.0,501.0,501.0,1501.0,3001.0,1501.0,1501.0,1001.0,1501.0,1501.0,1001.0,1001.0,1501.0,501.0,1501.0,,912.0,990.0
west ham,England,1501.0,2501.0,1001.0,1501.0,1001.0,,2001.0,501.0,501.0,1501.0,3001.0,1001.0,1501.0,1001.0,1001.0,1501.0,1001.0,1001.0,1501.0,501.0,1501.0,,912.0,990.0
aston villa,England,2501.0,5001.0,1501.0,2001.0,1501.0,,2501.0,1001.0,1001.0,2501.0,5001.0,1501.0,1501.0,1501.0,2001.0,1501.0,1001.0,1501.0,2501.0,1001.0,2501.0,,907.0,990.0
leicester,England,2001.0,2501.0,2001.0,2501.0,2001.0,,3001.0,1001.0,1001.0,2501.0,5001.0,2001.0,2501.0,2001.0,2501.0,2501.0,1001.0,2001.0,2501.0,1501.0,2501.0,,912.0,990.0
sunderland,England,3001.0,5001.0,2001.0,2501.0,2001.0,,3001.0,1001.0,1001.0,3001.0,5001.0,2001.0,2501.0,2501.0,2501.0,2501.0,1001.0,2501.0,3001.0,1501.0,3001.0,,912.0,990.0
west brom,England,2001.0,5001.0,2001.0,2001.0,2001.0,,2501.0,1001.0,1001.0,2001.0,5001.0,2001.0,2501.0,2001.0,2001.0,2001.0,1001.0,2001.0,2001.0,1501.0,2001.0,,912.0,990.0
bournemouth,England,5001.0,5001.0,2501.0,3001.0,2501.0,,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,912.0,990.0
norwich,England,5001.0,5001.0,2001.0,5001.0,2001.0,,4001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,912.0,990.0
watford,England,7501.0,5001.0,5001.0,5001.0,5001.0,,5001.0,2001.0,1001.0,5001.0,7501.0,3001.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,,912.0,990.0
psg,France,1.14,1.14,1.14,1.14,1.14,,1.12,1.14,,1.16,1.14,1.17,,1.14,1.14,1.14,,1.14,1.16,1.14,1.16,,,
lyon,France,11.0,13.0,13.0,11.0,13.0,,15.0,12.0,,9.0,11.0,11.0,,13.0,10.0,13.0,,13.0,9.0,12.0,9.0,,,
monaco,France,17.0,11.0,11.0,11.0,11.0,,13.0,12.0,,9.0,11.0,11.0,,9.0,15.0,12.0,,9.0,9.0,8.0,9.0,,,
marseille,France,21.0,21.0,21.0,21.0,21.0,,21.0,21.0,,16.0,21.0,17.0,,19.0,21.0,21.0,,19.0,16.0,21.0,16.0,,,
st etienne,France,101.0,101.0,101.0,101.0,101.0,,101.0,101.0,,31.0,101.0,101.0,51.0,29.0,101.0,101.0,,29.0,31.0,31.0,31.0,,,
bordeaux,France,151.0,101.0,101.0,101.0,101.0,,151.0,101.0,,61.0,151.0,51.0,,151.0,101.0,151.0,,151.0,61.0,151.0,61.0,,,
lille,France,201.0,201.0,201.0,201.0,201.0,,251.0,151.0,,81.0,251.0,151.0,,151.0,151.0,201.0,,151.0,81.0,201.0,81.0,,,
montpellier,France,251.0,251.0,251.0,251.0,251.0,,251.0,251.0,,251.0,251.0,201.0,,151.0,151.0,251.0,,151.0,251.0,201.0,251.0,,,
rennes,France,301.0,401.0,401.0,401.0,401.0,,501.0,401.0,,301.0,501.0,501.0,,251.0,501.0,501.0,,251.0,301.0,301.0,301.0,,,
lorient,France,751.0,751.0,501.0,501.0,501.0,,751.0,501.0,,401.0,751.0,251.0,,501.0,501.0,751.0,,501.0,401.0,701.0,401.0,,,
nantes,France,501.0,501.0,501.0,501.0,501.0,,751.0,501.0,,501.0,751.0,501.0,,501.0,501.0,501.0,,501.0,501.0,601.0,501.0,,,
nice,France,501.0,501.0,501.0,501.0,501.0,,751.0,501.0,,501.0,751.0,501.0,,501.0,501.0,501.0,,501.0,501.0,501.0,501.0,,,
bastia,France,1001.0,1001.0,751.0,751.0,751.0,,1001.0,501.0,,501.0,1001.0,501.0,,751.0,1001.0,1001.0,,751.0,501.0,701.0,501.0,,,
guingamp,France,1001.0,1001.0,501.0,751.0,501.0,,1001.0,501.0,,501.0,1001.0,501.0,,751.0,1001.0,1001.0,,751.0,501.0,1001.0,501.0,,,
reims,France,1001.0,1001.0,1001.0,1001.0,1001.0,,1001.0,751.0,,601.0,1001.0,1001.0,,751.0,1001.0,501.0,,751.0,601.0,801.0,601.0,,,
toulouse,France,751.0,751.0,751.0,751.0,751.0,,1001.0,501.0,,451.0,1001.0,501.0,,501.0,751.0,1001.0,,501.0,451.0,501.0,451.0,,,
ajaccio,France,,1001.0,1001.0,,1001.0,,,,,,,,,,,,,,,,,,,
caen,France,1001.0,1001.0,751.0,751.0,751.0,,1001.0,501.0,,601.0,1001.0,501.0,,751.0,1001.0,1251.0,,751.0,601.0,1001.0,601.0,,,
troyes,France,1001.0,1001.0,1001.0,1001.0,1001.0,,1501.0,751.0,,851.0,1501.0,1001.0,,1001.0,1501.0,1001.0,,1001.0,851.0,1001.0,851.0,,,
angers,France,1001.0,1001.0,1001.0,1001.0,1001.0,,2501.0,1001.0,,,2501.0,1001.0,,1001.0,2001.0,2501.0,,1001.0,,1000.0,,,,
gfco ajaccio,France,1501.0,,,1001.0,,,2001.0,1001.0,,2501.0,1001.0,1001.0,,,1001.0,1501.0,,,2501.0,2001.0,2501.0,,,
juventus,Italy,1.57,1.62,1.53,1.57,1.53,,1.44,1.57,,1.5,1.57,,1.57,1.53,1.57,1.57,1.53,1.53,1.5,1.7,1.5,,,
roma,Italy,8.0,8.0,7.5,7.5,7.5,,7.0,7.5,,7.5,7.5,,7.5,7.5,9.0,7.0,7.0,7.5,7.5,6.5,7.5,,,
napoli,Italy,10.0,10.0,8.5,8.0,8.5,,9.0,9.0,,7.5,8.0,,9.0,8.5,9.0,7.5,8.0,8.5,7.5,7.0,7.5,,,
ac milan,Italy,11.0,11.0,12.0,12.0,12.0,,13.0,13.0,,14.0,15.0,,11.0,11.0,13.0,17.0,12.3,11.0,14.0,15.0,14.0,,,
inter,Italy,17.0,11.0,15.0,15.0,15.0,,13.0,11.0,,15.0,13.0,,11.0,15.0,13.0,13.0,12.8,15.0,15.0,11.0,15.0,,,
lazio,Italy,17.0,15.0,17.0,17.0,17.0,,17.0,15.0,,18.0,17.0,,13.0,15.0,17.0,15.0,15.5,15.0,18.0,17.0,18.0,,,
fiorentina,Italy,41.0,29.0,29.0,29.0,29.0,,34.0,15.0,,26.0,34.0,,21.0,34.0,34.0,26.0,27.0,34.0,26.0,21.0,26.0,,,
genoa,Italy,251.0,201.0,251.0,251.0,251.0,,501.0,151.0,,351.0,251.0,,501.0,201.0,251.0,251.0,301.0,201.0,351.0,151.0,351.0,,,
sampdoria,Italy,151.0,201.0,251.0,251.0,251.0,,501.0,101.0,,351.0,251.0,,501.0,201.0,251.0,251.0,251.0,201.0,351.0,101.0,351.0,,,
torino,Italy,501.0,201.0,501.0,501.0,501.0,,501.0,101.0,,351.0,251.0,,501.0,251.0,501.0,501.0,301.0,251.0,351.0,151.0,351.0,,,
udinese,Italy,351.0,201.0,501.0,301.0,501.0,,501.0,151.0,,501.0,501.0,,501.0,501.0,501.0,251.0,351.0,501.0,501.0,251.0,501.0,,,
empoli,Italy,1001.0,501.0,1001.0,1001.0,1001.0,,1001.0,501.0,,1501.0,751.0,,1001.0,751.0,1001.0,1501.0,901.0,751.0,1501.0,501.0,1501.0,,,
palermo,Italy,501.0,501.0,501.0,501.0,501.0,,501.0,401.0,,1501.0,751.0,,501.0,501.0,751.0,501.0,701.0,501.0,1501.0,501.0,1501.0,,,
atalanta,Italy,1001.0,501.0,1001.0,1001.0,1001.0,,1001.0,501.0,,2001.0,1001.0,,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,2001.0,1001.0,2001.0,,,
sassuolo,Italy,751.0,751.0,1001.0,1001.0,1001.0,,1001.0,501.0,,2001.0,1001.0,,1001.0,751.0,1001.0,1001.0,1001.0,751.0,2001.0,1001.0,2001.0,,,
verona,Italy,1001.0,751.0,1001.0,1001.0,1001.0,,1001.0,401.0,,2001.0,1001.0,,501.0,751.0,1001.0,751.0,701.0,751.0,2001.0,501.0,2001.0,,,
chievo,Italy,2001.0,1501.0,2001.0,2001.0,2001.0,,2501.0,501.0,,2001.0,1001.0,,2501.0,1501.0,1501.0,2001.0,1001.0,1501.0,2001.0,501.0,2001.0,,,
bologna,Italy,1501.0,2001.0,2001.0,1501.0,2001.0,,,501.0,,1501.0,1501.0,,5001.0,2001.0,1001.0,2001.0,1001.0,2001.0,1501.0,,1501.0,,,
carpi fc,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,,5001.0,501.0,,5001.0,2001.0,,5001.0,2501.0,5001.0,5001.0,1001.0,2501.0,5001.0,2501.0,5001.0,,,
frosinone,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,,5001.0,501.0,,5001.0,2001.0,,5001.0,2501.0,5001.0,5001.0,1001.0,2501.0,5001.0,,5001.0,,,
celtic,Scotland,1.03,1.03,1.03,1.03,1.03,,1.03,1.03,1.03,1.03,1.05,1.04,1.04,1.04,1.02,1.03,,1.04,1.03,1.03,1.03,,,
aberdeen,Scotland,26.0,21.0,26.0,26.0,26.0,,21.0,21.0,26.0,26.0,15.0,26.0,21.0,17.0,21.0,26.0,,17.0,26.0,21.0,26.0,,,
hearts,Scotland,41.0,81.0,51.0,51.0,51.0,,51.0,51.0,41.0,51.0,51.0,34.0,51.0,51.0,34.0,51.0,,51.0,51.0,41.0,51.0,,,
inverness,Scotland,151.0,67.0,101.0,151.0,101.0,,81.0,101.0,101.0,151.0,101.0,301.0,151.0,67.0,101.0,101.0,,67.0,151.0,151.0,151.0,,,
dundee utd,Scotland,151.0,67.0,101.0,151.0,101.0,,67.0,101.0,101.0,101.0,101.0,301.0,101.0,81.0,151.0,101.0,,81.0,101.0,101.0,101.0,,,
st johnstone,Scotland,251.0,81.0,151.0,201.0,151.0,,151.0,301.0,126.0,251.0,151.0,301.0,201.0,126.0,251.0,251.0,,126.0,251.0,251.0,251.0,,,
dundee,Scotland,251.0,501.0,501.0,501.0,501.0,,251.0,501.0,201.0,751.0,251.0,501.0,501.0,251.0,501.0,501.0,,251.0,751.0,201.0,751.0,,,
partick,Scotland,751.0,501.0,501.0,501.0,501.0,,751.0,501.0,501.0,751.0,501.0,751.0,501.0,501.0,751.0,501.0,,501.0,751.0,751.0,751.0,,,
kilmarnock,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,,1001.0,501.0,501.0,1001.0,751.0,1001.0,1001.0,751.0,751.0,1001.0,,751.0,1001.0,751.0,1001.0,,,
motherwell,Scotland,251.0,501.0,1001.0,501.0,1001.0,,751.0,501.0,501.0,1001.0,501.0,1001.0,751.0,501.0,501.0,1001.0,,501.0,1001.0,251.0,1001.0,,,
ross county,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,501.0,501.0,1001.0,751.0,751.0,1001.0,751.0,1001.0,1001.0,,751.0,1001.0,751.0,1001.0,,,
hamilton,Scotland,501.0,501.0,501.0,501.0,501.0,,1501.0,501.0,501.0,501.0,501.0,1001.0,501.0,501.0,501.0,501.0,,501.0,501.0,501.0,501.0,,,
psv,Holland,2.38,,,,,,,,,2.3,,,,,2.37,,2.25,,2.3,2.2,2.3,2.25,,
ajax,Holland,2.5,,,,,,,,,2.4,,,,,2.37,,2.35,,2.4,2.25,2.4,2.25,,
feyenoord,Holland,7.5,,,,,,,,,6.5,,,,,5.0,,6.5,,6.5,6.5,6.5,4.51,,
vitesse,Holland,26.0,,,,,,,,,26.0,,,,,34.0,,25.0,,26.0,34.0,26.0,17.6,,
az alkmaar,Holland,21.0,,,,,,,,,51.0,,,,,51.0,,45.0,,51.0,41.0,51.0,42.0,,
twente,Holland,51.0,,,,,,,,,51.0,,,,,51.0,,48.0,,51.0,41.0,51.0,42.0,,
heerenveen,Holland,101.0,,,,,,,,,71.0,,,,,51.0,,70.0,,71.0,67.0,71.0,42.0,,
groningen,Holland,151.0,,,,,,,,,201.0,,,,,201.0,,170.0,,201.0,151.0,201.0,95.0,,
zwolle,Holland,151.0,,,,,,,,,201.0,,,,,201.0,,160.0,,201.0,151.0,201.0,95.0,,
utrecht,Holland,101.0,,,,,,,,,401.0,,,,,251.0,,251.0,,401.0,201.0,401.0,95.0,,
nec nijmegen,Holland,501.0,,,,,,,,,301.0,,,,,501.0,,251.0,,301.0,201.0,301.0,95.0,,
willem ii,Holland,251.0,,,,,,,,,501.0,,,,,501.0,,351.0,,501.0,301.0,501.0,95.0,,
cambuur,Holland,1001.0,,,,,,,,,501.0,,,,,501.0,,451.0,,501.0,301.0,501.0,95.0,,
den haag,Holland,1001.0,,,,,,,,,751.0,,,,,751.0,,751.0,,751.0,501.0,751.0,95.0,,
heracles,Holland,1001.0,,,,,,,,,751.0,,,,,751.0,,751.0,,751.0,501.0,751.0,95.0,,
sbv excelsior,Holland,1001.0,,,,,,,,,901.0,,,,,1001.0,,851.0,,901.0,501.0,901.0,95.0,,
benfica,Portugal,2.1,,,,,,,,,2.1,,,,,2.0,,,,2.1,2.1,2.1,1.95,,
porto,Portugal,2.38,,,,,,,,,2.3,,,,,2.25,,,,2.3,2.3,2.3,2.12,,
sporting lisbon,Portugal,7.5,,,,,,,,,7.0,,,,,7.0,,,,7.0,7.0,7.0,6.13,,
maritimo,Portugal,151.0,,,,,,,,,101.0,,,,,67.0,,,,101.0,67.0,101.0,48.0,,
nacional madeira,Portugal,151.0,,,,,,,,,101.0,,,,,101.0,,,,101.0,101.0,101.0,81.0,,
braga,Portugal,81.0,,,,,,,,,67.0,,,,,34.0,,,,67.0,201.0,67.0,28.0,,
rio ave,Portugal,201.0,,,,,,,,,101.0,,,,,201.0,,,,101.0,101.0,101.0,95.0,,
estoril,Portugal,251.0,,,,,,,,,151.0,,,,,101.0,,,,151.0,101.0,151.0,81.0,,
guimaraes,Portugal,101.0,,,,,,,,,101.0,,,,,251.0,,,,101.0,101.0,101.0,95.0,,
moreirense,Portugal,251.0,,,,,,,,,201.0,,,,,151.0,,,,201.0,201.0,201.0,95.0,,
pacos ferreira,Portugal,151.0,,,,,,,,,151.0,,,,,251.0,,,,151.0,151.0,151.0,95.0,,
belenenses,Portugal,151.0,,,,,,,,,301.0,,,,,101.0,,,,301.0,201.0,301.0,81.0,,
boavista,Portugal,251.0,,,,,,,,,201.0,,,,,301.0,,,,201.0,201.0,201.0,95.0,,
academica,Portugal,751.0,,,,,,,,,301.0,,,,,301.0,,,,301.0,201.0,301.0,95.0,,
arouca,Portugal,751.0,,,,,,,,,201.0,,,,,501.0,,,,201.0,201.0,201.0,95.0,,
tondela,Portugal,1001.0,,,,,,,,,501.0,,,,,1001.0,,,,501.0,501.0,501.0,95.0,,
u madeira,Portugal,1001.0,,,,,,,,,501.0,,,,,1001.0,,,,501.0,501.0,501.0,95.0,,
vitoria setubal,Portugal,251.0,,,,,,,,,201.0,,,,,1001.0,,,,201.0,151.0,201.0,95.0,,
galatasaray,Turkey,,,,,,,1.14,,,,,,,,,,,,,,,,,
fenerbahce,Turkey,,,,,,,5.0,,,,,,,,,,,,,,,,,
besiktas,Turkey,,,,,,,34.0,,,,,,,,,,,,,,,,,
bursaspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
eskisehirspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
gaziantepspor,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
mersin i y,Turkey,,,,,,,67.0,,,,,,,,,,,,,,,,,
akhisar,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
genclerbirligi,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
sivasspor,Turkey,,,,,,,101.0,,,,,,,,,,,,,,,,,
istanbul bb,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
karabukspor,Turkey,,,,,,,126.0,,,,,,,,,,,,,,,,,
rizespor,Turkey,,,,,,,151.0,,,,,,,,,,,,,,,,,
balikesirspor,Turkey,,,,,,,751.0,,,,,,,,,,,,,,,,,
erciyesspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
konyaspor,Turkey,,,,,,,1001.0,,,,,,,,,,,,,,,,,
