name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,201.0,251.0,301.0,201.0,151.0,501.0,501.0,501.0,201.0,251.0,251.0,251.0,201.0,151.0,251.0,151.0,,,
celta vigo,Spain,,501.0,501.0,501.0,501.0,501.0,501.0,501.0,401.0,501.0,751.0,501.0,751.0,501.0,751.0,501.0,551.0,501.0,501.0,1001.0,501.0,,,
malaga,Spain,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,401.0,751.0,1001.0,1001.0,751.0,501.0,751.0,501.0,551.0,501.0,751.0,751.0,751.0,,,
real sociedad,Spain,,501.0,501.0,751.0,501.0,501.0,1001.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,701.0,501.0,1001.0,751.0,1001.0,,,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,501.0,751.0,1501.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,901.0,751.0,1501.0,1001.0,1501.0,,,
elche,Spain,,,,,,1501.0,,501.0,,,,,2501.0,,,,,,,,,,,
betis,Spain,,1501.0,1501.0,1501.0,1501.0,1001.0,5001.0,501.0,751.0,2501.0,5001.0,1001.0,1001.0,1001.0,1501.0,1501.0,1001.0,1001.0,2501.0,1501.0,2501.0,,,
rayo vallecano,Spain,,1001.0,2001.0,2001.0,2001.0,1501.0,2501.0,501.0,501.0,2501.0,5001.0,1001.0,2501.0,1501.0,2501.0,2001.0,1001.0,1501.0,2501.0,2501.0,2501.0,,,
ud las palmas,Spain,,5001.0,2501.0,,2501.0,,5001.0,,751.0,2501.0,,2001.0,,,1001.0,,1001.0,,2501.0,2501.0,2501.0,,,
girona,Spain,,5001.0,,,,,,501.0,,,,,,,,,,,,,,,,
deportivo la coruna,Spain,,1001.0,1501.0,2501.0,1501.0,1001.0,5001.0,501.0,751.0,2501.0,10001.0,2001.0,2501.0,1001.0,2501.0,1501.0,1001.0,1001.0,2501.0,2501.0,2501.0,,,
eibar,Spain,,2501.0,2501.0,2501.0,2501.0,,5001.0,,751.0,2501.0,10001.0,5001.0,,,5001.0,2001.0,1001.0,,2501.0,2501.0,2501.0,,,
getafe,Spain,,5001.0,1501.0,2501.0,1501.0,2001.0,5001.0,501.0,751.0,2501.0,10001.0,2001.0,2501.0,1501.0,5001.0,2501.0,1001.0,1501.0,2501.0,2501.0,2501.0,,,
gijon,Spain,,,2501.0,2501.0,2501.0,,5001.0,,751.0,2501.0,10001.0,2001.0,,,5001.0,,1001.0,,2501.0,2501.0,2501.0,,,
granada,Spain,,5001.0,2001.0,2501.0,2001.0,2001.0,5001.0,501.0,751.0,2501.0,10001.0,2001.0,2501.0,2501.0,5001.0,2501.0,1001.0,2501.0,2501.0,2501.0,2501.0,,,
levante,Spain,,5001.0,2501.0,2501.0,2501.0,2001.0,2501.0,501.0,751.0,2501.0,10001.0,5001.0,2501.0,2501.0,5001.0,2501.0,1001.0,2501.0,2501.0,2501.0,2501.0,,,
chelsea,England,2.5,2.5,2.38,2.4,2.38,2.4,2.25,2.5,2.25,2.5,2.2,2.6,2.5,2.38,2.37,2.5,2.4,2.38,2.5,2.35,2.5,,,2.63
man city,England,3.75,3.5,3.75,3.75,3.75,3.75,3.75,3.6,3.75,3.75,3.5,3.4,3.75,3.75,3.75,3.75,3.7,3.75,3.75,3.75,3.75,,,3.81
arsenal,England,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.5,5.5,5.0,5.5,5.5,5.5,5.5,5.4,5.5,,,5.55
man utd,England,6.0,6.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.25,6.0,,,6.74
liverpool,England,21.0,29.0,26.0,23.0,26.0,21.0,21.0,26.0,23.0,21.0,29.0,21.0,21.0,23.0,21.0,19.0,22.0,23.0,21.0,23.0,21.0,,,31.0
tottenham,England,101.0,101.0,67.0,101.0,67.0,67.0,101.0,91.0,81.0,126.0,126.0,126.0,126.0,101.0,101.0,81.0,100.0,101.0,126.0,101.0,126.0,,,100.0
everton,England,251.0,251.0,251.0,251.0,251.0,251.0,301.0,201.0,201.0,301.0,301.0,301.0,301.0,251.0,251.0,301.0,251.0,251.0,301.0,251.0,301.0,,,298.0
southampton,England,201.0,151.0,201.0,251.0,201.0,201.0,251.0,201.0,151.0,251.0,301.0,301.0,301.0,251.0,251.0,201.0,221.0,251.0,251.0,251.0,251.0,,,496.0
crystal palace,England,2001.0,2501.0,2001.0,2001.0,2001.0,2001.0,3001.0,1001.0,1001.0,2501.0,3001.0,3001.0,2001.0,2001.0,1501.0,2501.0,1001.0,2001.0,2501.0,2001.0,2501.0,,,990.0
newcastle,England,2501.0,2501.0,1001.0,2001.0,1001.0,1501.0,2501.0,501.0,1001.0,2501.0,3001.0,2001.0,2001.0,2001.0,1501.0,1001.0,1001.0,2001.0,2501.0,2001.0,2501.0,,,990.0
stoke,England,1001.0,1501.0,1001.0,1501.0,1001.0,1001.0,2001.0,501.0,501.0,1501.0,3001.0,2001.0,2001.0,1501.0,1001.0,1501.0,1001.0,1501.0,1501.0,1501.0,1501.0,,,990.0
swansea,England,1501.0,1501.0,1001.0,1501.0,1001.0,1501.0,2001.0,501.0,501.0,1501.0,3001.0,2001.0,2001.0,1501.0,1001.0,1501.0,1001.0,1501.0,1501.0,1501.0,1501.0,,,990.0
west ham,England,1501.0,2501.0,1001.0,1501.0,1001.0,1001.0,2001.0,501.0,501.0,1501.0,3001.0,3001.0,2001.0,2001.0,1001.0,1501.0,1001.0,2001.0,1501.0,1001.0,1501.0,,,990.0
aston villa,England,2501.0,5001.0,1501.0,2001.0,1501.0,2001.0,2501.0,1001.0,1001.0,2501.0,5001.0,3001.0,2501.0,2001.0,2001.0,1501.0,1001.0,2001.0,2501.0,2501.0,2501.0,,,990.0
leicester,England,2001.0,2501.0,2001.0,2501.0,2001.0,2001.0,3001.0,1001.0,1001.0,2501.0,5001.0,3001.0,2501.0,2501.0,2501.0,2501.0,1001.0,2501.0,2501.0,2501.0,2501.0,,,990.0
sunderland,England,3001.0,5001.0,2001.0,2501.0,2001.0,2001.0,3001.0,1001.0,1001.0,3001.0,5001.0,3001.0,3001.0,2501.0,2501.0,2501.0,1001.0,2501.0,3001.0,2001.0,3001.0,,,990.0
west brom,England,2001.0,2501.0,2001.0,2001.0,2001.0,2001.0,2501.0,1001.0,1001.0,2001.0,5001.0,5001.0,2501.0,2501.0,2001.0,2001.0,1001.0,2501.0,2001.0,2001.0,2001.0,,,990.0
bournemouth,England,5001.0,5001.0,2501.0,3001.0,2501.0,5001.0,5001.0,2001.0,1001.0,5001.0,7501.0,3001.0,3001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,,,990.0
norwich,England,5001.0,5001.0,2001.0,5001.0,2001.0,5001.0,4001.0,2001.0,1001.0,5001.0,7501.0,5001.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,,,990.0
watford,England,7501.0,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,2001.0,1001.0,5001.0,7501.0,5001.0,7501.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,,,990.0
psg,France,1.14,1.14,1.14,1.14,1.14,1.15,1.12,1.14,1.13,1.16,1.14,1.17,,1.14,1.14,1.14,1.12,1.14,1.16,1.14,1.16,1.14,,
lyon,France,11.0,13.0,13.0,11.0,13.0,11.0,15.0,11.0,9.0,12.0,11.0,11.0,,13.0,10.0,13.0,10.5,13.0,12.0,13.0,12.0,8.98,,
monaco,France,17.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,8.5,10.0,11.0,11.0,,9.0,15.0,12.0,9.5,9.0,10.0,13.0,10.0,12.9,,
marseille,France,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,15.0,22.0,21.0,21.0,,19.0,21.0,21.0,17.5,19.0,22.0,21.0,22.0,18.1,,
st etienne,France,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,67.0,101.0,101.0,101.0,51.0,29.0,101.0,101.0,80.0,29.0,101.0,101.0,101.0,81.0,,
bordeaux,France,151.0,101.0,101.0,101.0,101.0,101.0,151.0,101.0,81.0,151.0,151.0,51.0,,151.0,101.0,151.0,105.0,151.0,151.0,151.0,151.0,81.0,,
lille,France,201.0,201.0,201.0,201.0,201.0,201.0,251.0,151.0,151.0,251.0,251.0,151.0,,151.0,151.0,201.0,180.0,151.0,251.0,251.0,251.0,95.0,,
montpellier,France,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,176.0,251.0,251.0,201.0,,151.0,151.0,251.0,201.0,151.0,251.0,251.0,251.0,95.0,,
rennes,France,301.0,401.0,401.0,401.0,401.0,301.0,501.0,401.0,251.0,501.0,501.0,501.0,,251.0,501.0,501.0,301.0,251.0,501.0,401.0,501.0,95.0,,
lorient,France,751.0,751.0,501.0,501.0,501.0,501.0,751.0,501.0,401.0,776.0,751.0,501.0,,501.0,501.0,751.0,551.0,501.0,776.0,751.0,776.0,95.0,,
nantes,France,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,401.0,801.0,751.0,501.0,,501.0,501.0,501.0,501.0,501.0,801.0,751.0,801.0,95.0,,
nice,France,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,401.0,801.0,751.0,501.0,,501.0,501.0,501.0,451.0,501.0,801.0,501.0,801.0,95.0,,
ajaccio,France,,1001.0,1001.0,,1001.0,,,,,,,,,,,,,,,,,,,
guingamp,France,1001.0,1001.0,501.0,751.0,501.0,751.0,1001.0,501.0,501.0,1051.0,1001.0,501.0,,751.0,1001.0,1001.0,701.0,751.0,1051.0,1001.0,1051.0,95.0,,
toulouse,France,751.0,751.0,751.0,751.0,751.0,751.0,1001.0,501.0,501.0,1051.0,1001.0,501.0,,501.0,751.0,1001.0,601.0,501.0,1051.0,1001.0,1051.0,95.0,,
caen,France,1001.0,1001.0,751.0,751.0,751.0,1001.0,1001.0,501.0,501.0,1301.0,1001.0,751.0,,751.0,1001.0,1251.0,801.0,751.0,1301.0,1001.0,1301.0,95.0,,
reims,France,1001.0,1001.0,1001.0,1001.0,1001.0,751.0,1001.0,751.0,501.0,1501.0,1001.0,1001.0,,751.0,1001.0,501.0,751.0,751.0,1501.0,1001.0,1501.0,95.0,,
troyes,France,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1501.0,751.0,751.0,1601.0,1501.0,1501.0,,1001.0,1501.0,1001.0,901.0,1001.0,1601.0,1001.0,1601.0,95.0,,
bastia,France,1001.0,1001.0,751.0,751.0,751.0,751.0,1001.0,501.0,501.0,2001.0,1001.0,501.0,,751.0,1001.0,1001.0,751.0,751.0,2001.0,1001.0,2001.0,95.0,,
angers,France,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,2501.0,1001.0,751.0,,2501.0,1501.0,,1001.0,2001.0,2501.0,1001.0,1001.0,,1000.0,,95.0,,
gfco ajaccio,France,1501.0,,,1001.0,,1501.0,2001.0,1001.0,751.0,2751.0,1001.0,1501.0,,,1001.0,1501.0,1001.0,,2751.0,2001.0,2751.0,95.0,,
juventus,Italy,1.62,1.62,1.53,1.57,1.53,1.55,1.44,1.57,1.5,1.5,1.53,1.73,1.57,1.53,1.53,1.57,1.53,1.53,1.5,1.53,1.5,,,
roma,Italy,8.5,8.0,8.0,7.5,8.0,8.0,7.0,7.5,6.5,7.5,7.5,6.5,7.5,7.5,7.0,7.0,7.75,7.5,7.5,8.0,7.5,,,
napoli,Italy,10.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,7.5,9.0,6.5,9.0,8.5,9.0,7.5,9.0,8.5,7.5,10.0,7.5,,,
inter,Italy,13.0,11.0,12.0,15.0,12.0,15.0,13.0,11.0,11.0,10.0,13.0,17.0,11.0,15.0,13.0,13.0,12.8,15.0,10.0,13.0,10.0,,,
ac milan,Italy,10.0,11.0,12.0,12.0,12.0,11.0,13.0,13.0,11.0,16.0,15.0,17.0,11.0,11.0,15.0,13.0,13.5,11.0,16.0,15.0,16.0,,,
lazio,Italy,17.0,15.0,17.0,17.0,17.0,15.0,17.0,15.0,13.0,18.0,17.0,13.0,13.0,15.0,17.0,15.0,16.0,15.0,18.0,17.0,18.0,,,
fiorentina,Italy,41.0,29.0,29.0,29.0,29.0,29.0,34.0,15.0,26.0,26.0,34.0,21.0,21.0,34.0,41.0,26.0,33.0,34.0,26.0,41.0,26.0,,,
genoa,Italy,251.0,201.0,251.0,251.0,251.0,201.0,501.0,151.0,251.0,351.0,301.0,501.0,501.0,201.0,251.0,251.0,301.0,201.0,351.0,251.0,351.0,,,
sampdoria,Italy,201.0,201.0,251.0,251.0,251.0,151.0,501.0,101.0,251.0,351.0,301.0,501.0,501.0,201.0,301.0,251.0,251.0,201.0,351.0,251.0,351.0,,,
torino,Italy,501.0,201.0,501.0,501.0,501.0,351.0,501.0,101.0,301.0,351.0,301.0,201.0,501.0,251.0,251.0,501.0,401.0,251.0,351.0,501.0,351.0,,,
udinese,Italy,351.0,201.0,501.0,301.0,501.0,351.0,501.0,151.0,301.0,501.0,501.0,501.0,501.0,501.0,501.0,251.0,401.0,501.0,501.0,351.0,501.0,,,
empoli,Italy,1001.0,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,1501.0,751.0,1001.0,1001.0,751.0,1501.0,1501.0,1000.0,751.0,1501.0,1001.0,1501.0,,,
palermo,Italy,501.0,501.0,501.0,501.0,501.0,501.0,501.0,401.0,501.0,1501.0,751.0,501.0,501.0,501.0,501.0,501.0,701.0,501.0,1501.0,1001.0,1501.0,,,
atalanta,Italy,1001.0,501.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,751.0,2001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,2001.0,1501.0,2001.0,,,
sassuolo,Italy,751.0,751.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,751.0,2001.0,1001.0,2001.0,1001.0,751.0,1001.0,1001.0,1001.0,751.0,2001.0,1501.0,2001.0,,,
verona,Italy,1001.0,751.0,1001.0,1001.0,1001.0,1001.0,1001.0,401.0,751.0,2001.0,1001.0,1001.0,501.0,751.0,501.0,751.0,901.0,751.0,2001.0,1001.0,2001.0,,,
chievo,Italy,2001.0,1501.0,2001.0,2001.0,2001.0,2001.0,2501.0,501.0,751.0,2001.0,1001.0,2001.0,2501.0,1501.0,1001.0,2001.0,1001.0,1501.0,2001.0,1001.0,2001.0,,,
bologna,Italy,1501.0,2001.0,2001.0,1501.0,2001.0,1501.0,,501.0,751.0,1501.0,1501.0,2001.0,5001.0,2001.0,1001.0,2001.0,1001.0,2001.0,1501.0,2001.0,1501.0,,,
carpi fc,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,751.0,5001.0,2001.0,2001.0,5001.0,2501.0,2501.0,5001.0,1001.0,2501.0,5001.0,5001.0,5001.0,,,
frosinone,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,751.0,5001.0,2001.0,2001.0,5001.0,2501.0,5001.0,5001.0,1001.0,2501.0,5001.0,5001.0,5001.0,,,
celtic,Scotland,1.03,1.03,1.03,1.03,1.03,,1.03,1.03,1.03,1.03,1.05,1.04,1.05,1.04,1.02,1.03,,1.04,1.03,1.03,1.03,,,
aberdeen,Scotland,26.0,21.0,26.0,26.0,26.0,,21.0,21.0,26.0,26.0,15.0,26.0,21.0,21.0,21.0,26.0,,21.0,26.0,21.0,26.0,,,
hearts,Scotland,41.0,67.0,51.0,51.0,51.0,,51.0,51.0,51.0,51.0,51.0,34.0,41.0,34.0,34.0,51.0,,34.0,51.0,41.0,51.0,,,
inverness,Scotland,151.0,67.0,101.0,151.0,101.0,,81.0,101.0,151.0,151.0,101.0,301.0,151.0,67.0,101.0,101.0,,67.0,151.0,151.0,151.0,,,
dundee utd,Scotland,151.0,67.0,101.0,151.0,101.0,,67.0,101.0,151.0,101.0,101.0,301.0,151.0,81.0,151.0,101.0,,81.0,101.0,101.0,101.0,,,
st johnstone,Scotland,251.0,81.0,151.0,201.0,151.0,,151.0,301.0,301.0,251.0,151.0,301.0,201.0,126.0,251.0,251.0,,126.0,251.0,251.0,251.0,,,
dundee,Scotland,251.0,501.0,501.0,501.0,501.0,,251.0,501.0,501.0,751.0,251.0,501.0,501.0,251.0,501.0,501.0,,251.0,751.0,201.0,751.0,,,
partick,Scotland,751.0,501.0,501.0,501.0,501.0,,751.0,501.0,501.0,751.0,501.0,751.0,501.0,501.0,751.0,501.0,,501.0,751.0,751.0,751.0,,,
kilmarnock,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,,1001.0,501.0,501.0,1001.0,751.0,1001.0,1001.0,751.0,751.0,1001.0,,751.0,1001.0,751.0,1001.0,,,
motherwell,Scotland,251.0,501.0,1001.0,501.0,1001.0,,751.0,501.0,501.0,1001.0,501.0,1001.0,751.0,501.0,501.0,1001.0,,501.0,1001.0,251.0,1001.0,,,
ross county,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,501.0,501.0,1001.0,751.0,751.0,1001.0,751.0,1001.0,1001.0,,751.0,1001.0,751.0,1001.0,,,
hamilton,Scotland,501.0,501.0,501.0,501.0,501.0,,1501.0,501.0,501.0,501.0,501.0,1001.0,501.0,501.0,501.0,501.0,,501.0,501.0,501.0,501.0,,,
psv,Holland,2.38,2.25,2.25,,2.25,2.3,,2.2,2.1,2.3,,2.5,,,2.37,,2.25,,2.3,2.2,2.3,2.25,,
ajax,Holland,2.5,2.62,2.63,,2.63,2.5,,2.62,2.3,2.4,,2.88,,,2.5,,2.4,,2.4,2.25,2.4,2.37,,
feyenoord,Holland,7.5,6.0,6.0,,6.0,6.0,,5.5,6.0,6.0,,4.0,,,5.5,,6.2,,6.0,6.5,6.0,4.99,,
vitesse,Holland,26.0,26.0,26.0,,26.0,26.0,,26.0,23.0,26.0,,26.0,,,34.0,,26.0,,26.0,34.0,26.0,28.0,,
az alkmaar,Holland,21.0,34.0,41.0,,41.0,23.0,,21.0,29.0,51.0,,26.0,,,34.0,,34.0,,51.0,41.0,51.0,28.0,,
twente,Holland,51.0,51.0,51.0,,51.0,51.0,,34.0,41.0,51.0,,51.0,,,51.0,,48.0,,51.0,41.0,51.0,42.0,,
heerenveen,Holland,101.0,101.0,101.0,,101.0,101.0,,101.0,67.0,71.0,,67.0,,,51.0,,84.0,,71.0,67.0,71.0,42.0,,
groningen,Holland,151.0,201.0,201.0,,201.0,151.0,,201.0,151.0,201.0,,151.0,,,151.0,,170.0,,201.0,151.0,201.0,95.0,,
zwolle,Holland,151.0,201.0,201.0,,201.0,151.0,,201.0,151.0,201.0,,151.0,,,201.0,,170.0,,201.0,151.0,201.0,95.0,,
utrecht,Holland,101.0,251.0,251.0,,251.0,151.0,,201.0,201.0,401.0,,251.0,,,251.0,,221.0,,401.0,201.0,401.0,95.0,,
nec nijmegen,Holland,501.0,501.0,501.0,,501.0,501.0,,501.0,301.0,301.0,,501.0,,,501.0,,401.0,,301.0,201.0,301.0,95.0,,
willem ii,Holland,251.0,501.0,501.0,,501.0,501.0,,501.0,301.0,501.0,,251.0,,,501.0,,401.0,,501.0,301.0,501.0,95.0,,
cambuur,Holland,1001.0,1001.0,1001.0,,1001.0,1001.0,,501.0,501.0,501.0,,501.0,,,501.0,,701.0,,501.0,301.0,501.0,95.0,,
den haag,Holland,1001.0,1001.0,1001.0,,1001.0,1001.0,,501.0,751.0,751.0,,501.0,,,751.0,,801.0,,751.0,501.0,751.0,95.0,,
heracles,Holland,1001.0,1001.0,1001.0,,1001.0,1001.0,,501.0,751.0,751.0,,501.0,,,751.0,,801.0,,751.0,501.0,751.0,95.0,,
roda,Holland,1001.0,1001.0,1001.0,,1001.0,1001.0,,501.0,751.0,801.0,,1001.0,,,751.0,,801.0,,801.0,501.0,801.0,95.0,,
sbv excelsior,Holland,1001.0,1001.0,1001.0,,1001.0,1001.0,,501.0,751.0,901.0,,1001.0,,,1001.0,,851.0,,901.0,501.0,901.0,95.0,,
de graafschap,Holland,1501.0,1001.0,1001.0,,1001.0,1001.0,,501.0,,901.0,,1001.0,,,751.0,,901.0,,901.0,501.0,901.0,95.0,,
benfica,Portugal,2.1,2.1,2.25,,2.25,2.1,,,,2.2,,,2.1,,2.1,,2.1,,2.2,2.1,2.2,2.14,,
porto,Portugal,2.38,2.2,2.0,,2.0,2.2,,,,2.1,,,2.1,,2.1,,2.2,,2.1,2.3,2.1,2.03,,
sporting lisbon,Portugal,7.5,7.0,6.0,,6.0,7.0,,,,7.0,,,7.0,,7.0,,7.0,,7.0,7.0,7.0,6.51,,
braga,Portugal,81.0,67.0,67.0,,67.0,67.0,,,,67.0,,,81.0,,34.0,,100.0,,67.0,201.0,67.0,28.0,,
maritimo,Portugal,151.0,151.0,251.0,,251.0,201.0,,,,101.0,,,251.0,,67.0,,115.0,,101.0,67.0,101.0,48.0,,
nacional madeira,Portugal,151.0,151.0,251.0,,251.0,201.0,,,,101.0,,,251.0,,101.0,,125.0,,101.0,101.0,101.0,81.0,,
guimaraes,Portugal,101.0,151.0,201.0,,201.0,201.0,,,,101.0,,,251.0,,251.0,,110.0,,101.0,101.0,101.0,95.0,,
pacos ferreira,Portugal,151.0,201.0,251.0,,251.0,201.0,,,,151.0,,,251.0,,251.0,,150.0,,151.0,151.0,151.0,95.0,,
belenenses,Portugal,151.0,251.0,501.0,,501.0,201.0,,,,301.0,,,501.0,,101.0,,221.0,,301.0,201.0,301.0,81.0,,
estoril,Portugal,251.0,251.0,501.0,,501.0,251.0,,,,151.0,,,501.0,,101.0,,185.0,,151.0,101.0,151.0,81.0,,
boavista,Portugal,251.0,251.0,501.0,,501.0,251.0,,,,201.0,,,501.0,,301.0,,201.0,,201.0,201.0,201.0,95.0,,
moreirense,Portugal,251.0,251.0,501.0,,501.0,251.0,,,,201.0,,,501.0,,151.0,,251.0,,201.0,201.0,201.0,95.0,,
